Client,Accounting Document Number,Fiscal Year,Document Item in Invoice Document,Purchasing Document Number,Item Number of Purchasing Document,Due Date for Retention
100,1000072406,2022,1,4000008210,10,
100,1000072407,2022,1,4000008309,10,
100,1000072408,2022,1,4000025514,10,
100,1000072409,2022,1,4000008219,10,
100,1000072410,2022,1,4000008342,10,
100,1000072411,2022,1,4000008221,10,
100,1000072412,2022,1,4000025514,10,
100,1000072413,2022,1,4000008200,10,
100,1000072414,2022,1,4000038010,1,
100,1000072414,2022,2,4000038010,2,
100,1000072414,2022,3,4000038010,3,
100,1000072414,2022,4,4000038010,4,
100,1000072414,2022,5,4000038010,5,
100,1000072415,2022,1,4000008214,10,
100,1000072416,2022,1,4000008343,10,
100,1000072417,2022,1,4000008343,10,
100,1000072418,2022,1,4000037833,1,
100,1000072419,2022,1,4000045888,10,
100,1000072420,2022,1,4000025514,10,
100,1000072421,2022,1,4000045884,10,
100,1000072422,2022,2,4000050105,20,
100,1000072423,2022,1,4000008344,10,
100,1000072424,2022,1,4000045887,10,
100,1000072425,2022,1,4000045885,10,
100,1000072426,2022,1,4000053342,10,
100,1000072426,2022,2,4000053342,20,
100,1000072427,2022,1,4000025514,10,
100,1000072428,2022,1,4000045897,10,
100,1000072429,2022,1,4000045889,10,
100,1000072430,2022,1,4000033223,10,
100,1000072431,2022,1,4000015585,10,
100,1000072432,2022,1,4000015842,10,
100,1000072433,2022,1,4000014774,10,
100,1000072434,2022,1,4000008362,10,
100,1000072435,2022,1,4000051499,10,
100,1000072436,2022,1,4000045883,10,
100,1000072437,2022,1,4000008220,10,
100,1000072438,2022,1,4000045886,10,
100,1000072439,2022,1,4000037689,1,
100,1000072440,2022,1,4000008213,10,
100,1000072441,2022,1,4000037727,1,
100,1000072442,2022,1,4000008199,10,
100,1000072443,2022,1,4000037743,1,
100,1000072443,2022,2,4000037743,2,
100,1000072444,2022,1,4000033506,10,
100,1000072445,2022,1,4000037822,2,
100,1000072446,2022,1,4000008218,10,
100,1000072447,2022,1,4000031607,40,
100,1000072448,2022,1,4000045900,10,
100,1000072449,2022,1,4000045896,10,
100,1000072450,2022,1,4000019509,1,
100,1000072451,2022,1,4000037803,1,
100,1000072451,2022,2,4000037803,2,
100,1000072452,2022,1,4000045890,10,
100,1000072453,2022,1,4000045483,10,
100,1000072454,2022,1,4000037907,1,
100,1000072454,2022,2,4000037907,2,
100,1000072454,2022,3,4000037907,6,
100,1000072454,2022,4,4000037907,7,
100,1000072455,2022,1,4000026062,10,
100,1000072456,2022,1,4000045483,10,
100,1000072457,2022,1,4000045483,10,
100,1000072458,2022,1,4000051146,40,
100,1000072459,2022,1,4000045483,10,
100,1000072460,2022,1,4000037907,4,
100,1000072461,2022,1,4000008196,10,
100,1000072462,2022,1,4000051733,20,
100,1000072463,2022,1,4000013457,10,
100,1000072464,2022,1,4000051285,10,
100,1000072465,2022,1,4000013458,10,
100,1000072466,2022,1,4000051285,10,
100,1000072467,2022,1,4000013689,40,
100,1000072468,2022,1,4000050012,160,
100,1000072469,2022,1,4000013689,50,
100,1000072470,2022,1,4000045726,10,
100,1000072471,2022,1,4000045720,10,
100,1000072472,2022,1,4000045708,10,
100,1000072473,2022,1,4000045732,10,
100,1000072474,2022,1,4000045727,10,
100,1000072475,2022,1,4000045718,10,
100,1000072476,2022,1,4000045723,10,
100,1000072477,2022,1,4000045721,10,
100,1000072478,2022,1,4000008187,10,
100,1000072479,2022,1,4000033225,10,
100,1000072480,2022,1,4000014860,10,
100,1000072481,2022,1,4000032502,10,
100,1000072482,2022,1,4000008189,10,
100,1000072482,2022,2,4000008188,10,
100,1000072483,2022,1,4000031450,10,
100,1000072484,2022,1,4000045744,10,
100,1000072485,2022,1,4000045634,10,
100,1000072486,2022,1,4000012918,30,
100,1000072487,2022,1,4000046031,10,
100,1000072488,2022,1,4000004406,10,
100,1000072489,2022,1,4000046034,10,
100,1000072490,2022,1,4000045659,10,
100,1000072491,2022,1,4000045669,10,
100,1000072492,2022,1,4000006300,10,
100,1000072493,2022,1,4000008300,10,
100,1000072493,2022,2,4000008301,10,
100,1000072493,2022,3,4000008302,10,
100,1000072494,2022,1,4000032689,10,
100,1000072495,2022,1,4000046030,10,
100,1000072496,2022,1,4000032567,10,
100,1000072496,2022,2,4000032567,20,
100,1000072496,2022,3,4000032567,30,
100,1000072497,2022,1,4000014793,10,
100,1000072497,2022,2,4000015784,10,
100,1000072498,2022,1,4000032081,10,
100,1000072499,2022,1,4000034694,10,
100,1000072500,2022,1,4000008201,10,
100,1000072501,2022,1,4000008203,10,
100,1000072502,2022,1,4000032570,10,
100,1000072503,2022,1,4000008202,10,
100,1000072504,2022,1,4000046033,10,
100,1000072505,2022,1,4000033779,10,
100,1000072506,2022,1,4000033267,10,
100,1000072507,2022,1,4000008204,10,
100,1000072508,2022,1,4000046032,10,
100,1000072509,2022,1,4000015562,10,
100,1000072510,2022,1,4000008190,10,
100,1000072510,2022,2,4000008191,10,
100,1000072511,2022,1,4000045901,10,
100,1000072512,2022,1,4000050989,20,
100,1000072513,2022,1,4000015194,30,
100,1000072514,2022,1,4000051019,10,
100,1000072515,2022,1,4000015694,10,
100,1000072515,2022,2,4000015694,20,
100,1000072516,2022,1,4000044618,10,
100,1000072517,2022,1,4000045046,10,
100,1000072518,2022,1,4000032972,10,
100,1000072518,2022,2,4000032972,20,
100,1000072518,2022,3,4000032972,30,
100,1000072518,2022,4,4000032972,40,
100,1000072518,2022,5,4000032972,50,
100,1000072518,2022,6,4000032972,60,
100,1000072518,2022,7,4000032972,70,
100,1000072518,2022,8,4000032972,80,
100,1000072518,2022,9,4000032972,90,
100,1000072518,2022,10,4000032972,100,
100,1000072518,2022,11,4000032972,110,
100,1000072518,2022,12,4000032972,120,
100,1000072518,2022,13,4000032972,130,
100,1000072518,2022,14,4000032972,140,
100,1000072518,2022,15,4000032972,150,
100,1000072518,2022,16,4000032972,160,
100,1000072518,2022,17,4000032972,170,
100,1000072518,2022,18,4000032972,180,
100,1000072518,2022,19,4000032972,190,
100,1000072519,2022,1,4000051039,10,
100,1000072520,2022,1,4000015864,10,
100,1000072521,2022,1,4000051267,30,
100,1000072522,2022,1,4000000724,2,
100,1000072522,2022,2,4000000724,3,
100,1000072522,2022,3,4000000724,4,
100,1000072523,2022,1,4000031961,10,
100,1000072524,2022,1,4000051129,80,
100,1000072525,2022,1,4000026174,10,
100,1000072526,2022,1,4000026535,10,
100,1000072527,2022,1,4000045711,10,
100,1000072528,2022,1,4000045728,10,
100,1000072529,2022,1,4000008501,10,
100,1000072530,2022,1,4000008328,10,
100,1000072531,2022,1,4000051129,80,
100,1000072532,2022,1,4000053483,10,
100,1000072533,2022,1,4000033518,10,
100,1000072534,2022,1,4000034536,10,
100,1000072534,2022,2,4000034536,20,
100,1000072535,2022,1,4000051276,10,
100,1000072536,2022,1,4000033518,10,
100,1000072537,2022,1,4000053279,10,
100,1000072538,2022,1,4000037842,1,
100,1000072539,2022,1,4000012615,10,
100,1000072540,2022,1,4000013514,10,
100,1000072541,2022,1,4000052739,10,
100,1000072542,2022,1,4000014953,10,
100,1000072543,2022,1,4000027100,10,
100,1000072543,2022,2,4000026349,10,
100,1000072544,2022,1,4000027120,10,
100,1000072544,2022,2,4000007403,10,
100,1000072545,2022,1,4000027117,10,
100,1000072545,2022,2,4000045424,10,
100,1000072546,2022,1,4000027123,10,
100,1000072547,2022,1,4000027111,10,
100,1000072548,2022,1,4000027116,10,
100,1000072548,2022,2,4000045702,10,
100,1000072549,2022,1,4000027107,10,
100,1000072549,2022,2,4000026214,10,
100,1000072550,2022,1,4000027119,10,
100,1000072550,2022,2,4000007414,10,
100,1000072551,2022,1,4000027125,10,
100,1000072551,2022,2,4000045264,10,
100,1000072552,2022,1,4000027097,10,
100,1000072553,2022,1,4000027112,10,
100,1000072553,2022,2,4000026209,10,
100,1000072554,2022,1,4000027137,10,
100,1000072554,2022,2,4000007612,10,
100,1000072555,2022,1,4000027128,10,
100,1000072555,2022,2,4000045263,10,
100,1000072556,2022,1,4000027099,10,
100,1000072556,2022,2,4000045427,10,
100,1000072557,2022,1,4000027098,10,
100,1000072557,2022,2,4000044676,10,
100,1000072558,2022,1,4000027101,10,
100,1000072558,2022,2,4000045429,10,
100,1000072559,2022,1,4000027140,10,
100,1000072560,2022,1,4000027142,10,
100,1000072561,2022,1,4000027160,10,
100,1000072561,2022,2,4000007876,10,
100,1000072562,2022,1,4000027139,10,
100,1000072562,2022,2,4000026815,10,
100,1000072563,2022,1,4000027151,10,
100,1000072563,2022,2,4000026799,10,
100,1000072564,2022,1,4000027148,10,
100,1000072565,2022,1,4000027141,10,
100,1000072565,2022,2,4000045709,10,
100,1000072566,2022,1,4000027146,10,
100,1000072566,2022,2,4000026694,10,
100,1000072567,2022,1,4000027138,10,
100,1000072567,2022,2,4000026692,10,
100,1000072568,2022,1,4000027155,10,
100,1000072568,2022,2,4000007877,10,
100,1000072569,2022,1,4000027161,10,
100,1000072569,2022,2,4000007875,10,
100,1000072570,2022,1,4000027144,10,
100,1000072571,2022,1,4000027147,10,
100,1000072571,2022,2,4000045731,10,
100,1000072572,2022,1,4000027152,10,
100,1000072573,2022,1,4000027156,10,
100,1000072573,2022,2,4000007880,10,
100,1000072574,2022,1,4000027124,10,
100,1000072574,2022,2,4000026441,10,
100,1000072575,2022,1,4000027132,10,
100,1000072576,2022,1,4000027165,10,
100,1000072576,2022,2,4000045717,10,
100,1000072577,2022,1,4000027163,10,
100,1000072578,2022,1,4000027167,10,
100,1000072578,2022,2,4000026803,10,
100,1000072579,2022,1,4000027153,10,
100,1000072580,2022,1,4000027173,10,
100,1000072581,2022,1,4000027169,10,
100,1000072581,2022,2,4000008156,10,
100,1000072582,2022,1,4000027150,10,
100,1000072583,2022,1,4000027158,10,
100,1000072583,2022,2,4000026802,10,
100,1000072584,2022,1,4000027176,10,
100,1000072584,2022,2,4000008158,10,
100,1000072585,2022,1,4000027145,10,
100,1000072586,2022,1,4000027170,10,
100,1000072587,2022,1,4000027157,10,
100,1000072587,2022,2,4000045722,10,
100,1000072588,2022,1,4000027174,10,
100,1000072588,2022,2,4000007878,10,
100,1000072589,2022,1,4000027166,10,
100,1000072589,2022,2,4000008153,10,
100,1000072590,2022,1,4000027171,10,
100,1000072591,2022,1,4000027180,10,
100,1000072591,2022,2,4000045712,10,
100,1000072592,2022,1,4000027177,10,
100,1000072592,2022,2,4000007609,10,
100,1000072593,2022,1,4000027172,10,
100,1000072593,2022,2,4000026701,10,
100,1000072594,2022,1,4000027182,10,
100,1000072594,2022,2,4000007879,10,
100,1000072595,2022,1,4000027179,10,
100,1000072595,2022,2,4000026821,10,
100,1000072596,2022,1,4000027185,10,
100,1000072597,2022,1,4000027187,10,
100,1000072597,2022,2,4000026693,10,
100,1000072598,2022,1,4000027188,10,
100,1000072598,2022,2,4000045059,10,
100,1000072599,2022,1,4000027184,10,
100,1000072599,2022,2,4000045719,10,
100,1000072600,2022,1,4000027205,10,
100,1000072601,2022,1,4000025211,10,
100,1000072601,2022,2,4000027203,10,
100,1000072602,2022,1,4000027197,10,
100,1000072603,2022,1,4000044500,10,
100,1000072603,2022,2,4000027204,10,
100,1000072604,2022,1,4000027192,10,
100,1000072604,2022,2,4000044586,10,
100,1000072605,2022,1,4000027186,10,
100,1000072605,2022,2,4000026706,10,
100,1000072606,2022,1,4000027191,10,
100,1000072607,2022,1,4000027207,10,
100,1000072608,2022,1,4000044498,10,
100,1000072608,2022,2,4000027193,10,
100,1000072609,2022,1,4000025212,10,
100,1000072609,2022,2,4000027211,10,
100,1000072610,2022,1,4000027221,10,
100,1000072611,2022,1,4000027225,10,
100,1000072611,2022,2,4000026718,10,
100,1000072612,2022,1,4000027218,10,
100,1000072612,2022,2,4000026390,10,
100,1000072613,2022,1,4000027222,10,
100,1000072614,2022,1,4000027210,10,
100,1000072615,2022,1,4000027220,10,
100,1000072615,2022,2,4000007622,10,
100,1000072616,2022,1,4000027223,10,
100,1000072616,2022,2,4000045278,10,
100,1000072617,2022,1,4000027235,10,
100,1000072618,2022,1,4000027231,10,
100,1000072618,2022,2,4000026447,10,
100,1000072619,2022,1,4000027228,10,
100,1000072619,2022,2,4000026720,10,
100,1000072620,2022,1,4000027229,10,
100,1000072620,2022,2,4000007616,10,
100,1000072621,2022,1,4000027230,10,
100,1000072621,2022,2,4000045450,10,
100,1000072622,2022,1,4000027266,10,
100,1000072622,2022,2,4000007052,10,
100,1000072623,2022,1,4000027219,10,
100,1000072624,2022,1,4000027143,10,
100,1000072625,2022,1,4000032115,10,
100,1000072626,2022,1,4000013410,10,
100,1000072627,2022,1,4000051345,10,
100,1000072628,2022,1,4000037882,2,
100,1000072629,2022,1,4000000165,10,
100,1000072630,2022,1,4000000165,10,
100,1000072631,2022,1,4000053244,10,
100,1000072631,2022,2,4000053244,20,
100,1000072632,2022,1,4000033130,10,
100,1000072632,2022,2,4000033130,10,
100,1000072632,2022,3,4000033130,10,
100,1000072632,2022,4,4000033130,10,
100,1000072632,2022,5,4000033130,10,
100,1000072632,2022,6,4000033130,10,
100,1000072632,2022,7,4000033130,10,
100,1000072633,2022,1,4000018039,10,
100,1000072634,2022,1,4000032537,10,
100,1000072635,2022,1,4000033554,10,
100,1000072636,2022,1,4000033554,20,
100,1000072637,2022,1,4000051872,10,
100,1000072637,2022,2,4000051872,20,
100,1000072637,2022,3,4000051872,30,
100,1000072637,2022,4,4000051872,40,
100,1000072637,2022,5,4000051872,50,
100,1000072637,2022,6,4000051872,60,
100,1000072637,2022,7,4000051872,70,
100,1000072638,2022,1,4000031647,10,
100,1000072639,2022,1,4000013887,10,
100,1000072640,2022,1,4000034371,40,
100,1000072641,2022,1,4000034559,10,
100,1000072641,2022,2,4000034559,20,
100,1000072642,2022,1,4000015720,10,
100,1000072642,2022,2,4000015720,20,
100,1000072643,2022,1,4000015520,20,
100,1000072643,2022,2,4000015520,30,
100,1000072644,2022,1,4000000746,8,
100,1000072645,2022,1,4000038151,2,
100,1000072646,2022,1,4000037974,2,
100,1000072647,2022,1,4000037973,2,
100,1000072648,2022,1,4000037973,1,
100,1000072649,2022,1,4000019557,2,
100,1000072650,2022,1,4000033953,10,
100,1000072651,2022,1,4000034373,10,
100,1000072652,2022,1,4000052300,10,
100,1000072653,2022,1,4000037842,2,
100,1000072654,2022,17,4000050253,10,
100,1000072654,2022,18,4000050253,20,
100,1000072654,2022,19,4000031443,10,
100,1000072654,2022,20,4000031443,20,
100,1000072654,2022,21,4000013096,10,
100,1000072654,2022,22,4000013096,20,
100,1000072654,2022,23,4000013096,30,
100,1000072654,2022,24,4000013096,40,
100,1000072654,2022,25,4000013096,50,
100,1000072654,2022,26,4000013096,60,
100,1000072654,2022,27,4000013096,70,
100,1000072655,2022,1,4000051620,10,
100,1000072656,2022,1,4000038022,1,
100,1000072657,2022,1,4000038060,1,
100,1000072657,2022,2,4000038060,3,
100,1000072658,2022,1,4000013617,10,
100,1000072659,2022,1,4000038043,1,
100,1000072660,2022,1,4000019557,1,
100,1000072661,2022,1,4000038163,1,
100,1000072662,2022,1,4000053255,10,
100,1000072662,2022,2,4000053255,20,
100,1000072663,2022,1,4000015132,10,
100,1000072664,2022,1,4000034372,10,
100,1000072664,2022,2,4000034372,20,
100,1000072665,2022,1,4000053510,10,
100,1000072666,2022,1,4000015676,30,
100,1000072666,2022,2,4000015676,10,
100,1000072667,2022,1,4000034448,10,
100,1000072668,2022,1,4000014135,10,
100,1000072669,2022,1,4000038062,2,
100,1000072670,2022,1,4000038115,1,
100,1000072670,2022,2,4000038115,2,
100,1000072670,2022,3,4000038115,3,
100,1000072670,2022,4,4000038115,4,
100,1000072670,2022,5,4000038115,5,
100,1000072670,2022,6,4000038115,6,
100,1000072670,2022,7,4000038115,7,
100,1000072670,2022,8,4000038115,8,
100,1000072670,2022,9,4000038115,9,
100,1000072671,2022,1,4000052571,10,
100,1000072672,2022,1,4000034344,10,
100,1000072672,2022,2,4000034344,20,
100,1000072673,2022,1,4000015404,10,
100,1000072674,2022,1,4000052711,10,
100,1000072675,2022,1,4000015651,10,
100,1000072675,2022,2,4000015651,20,
100,1000072676,2022,1,4000053009,10,
100,1000072677,2022,1,4000050742,10,
100,1000072678,2022,1,4000051129,110,
100,1000072679,2022,1,4000019122,1,
100,1000072680,2022,1,4000051129,110,
100,1000072681,2022,1,4000000686,1,
100,1000072682,2022,1,4000000308,1,
100,1000072682,2022,2,4000000308,2,
100,1000072682,2022,3,4000000308,4,
100,1000072682,2022,4,4000000308,6,
100,1000072682,2022,5,4000000308,7,
100,1000072682,2022,6,4000000308,9,
100,1000072682,2022,7,4000000308,10,
100,1000072682,2022,8,4000000308,11,
100,1000072682,2022,9,4000000308,12,
100,1000072682,2022,10,4000000308,3,
100,1000072682,2022,11,4000000308,5,
100,1000072682,2022,12,4000000308,8,
100,1000072683,2022,1,4000019120,1,
100,1000072683,2022,2,4000019120,2,
100,1000072683,2022,3,4000019120,3,
100,1000072683,2022,4,4000019120,4,
100,1000072683,2022,5,4000019120,5,
100,1000072684,2022,1,4000050816,10,
100,1000072684,2022,2,4000013821,10,
100,1000072684,2022,3,4000014984,10,
100,1000072684,2022,4,4000033601,10,
100,1000072684,2022,5,4000033601,20,
100,1000072684,2022,6,4000052830,10,
100,1000072684,2022,7,4000053046,10,
100,1000072684,2022,8,4000053046,20,
100,1000072685,2022,1,4000045807,10,
100,1000072686,2022,1,4000045807,10,
100,1000072687,2022,1,4000013215,70,
100,1000072688,2022,1,4000033404,10,
100,1000072689,2022,1,4000013745,10,
100,1000072690,2022,1,4000045317,10,
100,1000072691,2022,2,4000051437,10,
100,1000072691,2022,3,4000051437,20,
100,1000072692,2022,2,4000031414,10,
100,1000072692,2022,3,4000031414,20,
100,1000072692,2022,4,4000031414,30,
100,1000072693,2022,1,4000018067,10,
100,1000072694,2022,1,4000027181,10,
100,1000072694,2022,2,4000026818,10,
100,1000072695,2022,1,4000027286,10,
100,1000072695,2022,2,4000026443,10,
100,1000072696,2022,1,4000027299,10,
100,1000072696,2022,2,4000007615,10,
100,1000072697,2022,1,4000027297,10,
100,1000072697,2022,2,4000044869,10,
100,1000072698,2022,1,4000027296,10,
100,1000072699,2022,1,4000027300,10,
100,1000072699,2022,2,4000025695,10,
100,1000072700,2022,1,4000044494,10,
100,1000072700,2022,2,4000027289,10,
100,1000072701,2022,1,4000027301,10,
100,1000072701,2022,2,4000045445,10,
100,1000072702,2022,1,4000027189,10,
100,1000072702,2022,2,4000026699,10,
100,1000072703,2022,1,4000027293,10,
100,1000072703,2022,2,4000026789,10,
100,1000072704,2022,1,4000025246,10,
100,1000072704,2022,2,4000027292,10,
100,1000072705,2022,1,4000027284,10,
100,1000072705,2022,2,4000026401,10,
100,1000072706,2022,1,4000027288,10,
100,1000072706,2022,2,4000045436,10,
100,1000072707,2022,1,4000027305,10,
100,1000072707,2022,2,4000045444,10,
100,1000072708,2022,1,4000027287,10,
100,1000072708,2022,2,4000045442,10,
100,1000072709,2022,1,4000027303,10,
100,1000072709,2022,2,4000026715,10,
100,1000072710,2022,1,4000027308,10,
100,1000072711,2022,1,4000027295,10,
100,1000072711,2022,2,4000026710,10,
100,1000072712,2022,1,4000027302,10,
100,1000072712,2022,2,4000026709,10,
100,1000072713,2022,1,4000027290,10,
100,1000072713,2022,2,4000026399,10,
100,1000072714,2022,1,4000027294,10,
100,1000072714,2022,2,4000007620,10,
100,1000072715,2022,1,4000027298,10,
100,1000072716,2022,1,4000027310,10,
100,1000072717,2022,1,4000027307,10,
100,1000072718,2022,1,4000027315,10,
100,1000072719,2022,1,4000027304,10,
100,1000072719,2022,2,4000026708,10,
100,1000072720,2022,1,4000027309,10,
100,1000072721,2022,1,4000027285,10,
100,1000072721,2022,2,4000026714,10,
100,1000072722,2022,1,4000027312,10,
100,1000072722,2022,2,4000026711,10,
100,1000072723,2022,1,4000027314,10,
100,1000072723,2022,2,4000045438,10,
100,1000072724,2022,1,4000044496,10,
100,1000072724,2022,2,4000027291,10,
100,1000072725,2022,1,4000027306,10,
100,1000072726,2022,1,4000027313,10,
100,1000072726,2022,2,4000026400,10,
100,1000072727,2022,1,4000027318,10,
100,1000072727,2022,2,4000045935,10,
100,1000072728,2022,1,4000027317,10,
100,1000072728,2022,2,4000025732,10,
100,1000072729,2022,1,4000027311,10,
100,1000072729,2022,2,4000026716,10,
100,1000072730,2022,1,4000027316,10,
100,1000072730,2022,2,4000045439,10,
100,1000072731,2022,1,4000027159,10,
100,1000072731,2022,2,4000027320,10,
100,1000072732,2022,1,4000027319,10,
100,1000072732,2022,2,4000007369,10,
100,1000072733,2022,1,4000027322,10,
100,1000072733,2022,2,4000045022,10,
100,1000072734,2022,1,4000027321,10,
100,1000072734,2022,2,4000007614,10,
100,1000072735,2022,1,4000027323,10,
100,1000072735,2022,2,4000046036,10,
100,1000072736,2022,1,4000027324,10,
100,1000072736,2022,2,4000045440,10,
100,1000072737,2022,1,4000027337,10,
100,1000072738,2022,1,4000027355,10,
100,1000072738,2022,2,4000007881,10,
100,1000072739,2022,1,4000027345,10,
100,1000072740,2022,1,4000027336,10,
100,1000072741,2022,1,4000027344,10,
100,1000072742,2022,1,4000027339,10,
100,1000072743,2022,1,4000027341,10,
100,1000072744,2022,1,4000050261,10,
100,1000072745,2022,1,4000045095,10,
100,1000072745,2022,2,4000044713,10,
100,1000072745,2022,3,4000004845,10,
100,1000072746,2022,1,4000052364,10,
100,1000072747,2022,1,4000038009,2,
100,1000072748,2022,1,4000019321,2,
100,1000072749,2022,1,4000000405,1,
100,1000072750,2022,1,4000019582,1,
100,1000072751,2022,1,4000037627,5,
100,1000072752,2022,1,4000038071,1,
100,1000072752,2022,2,4000038071,2,
100,1000072752,2022,3,4000038071,3,
100,1000072752,2022,4,4000038071,4,
100,1000072752,2022,5,4000038071,5,
100,1000072753,2022,1,4000019033,1,
100,1000072754,2022,1,4000037996,1,
100,1000072755,2022,1,4000000131,10,
100,1000072756,2022,1,4000000132,10,
100,1000072757,2022,1,4000018139,10,
100,1000072758,2022,1,4000000133,10,
100,1000072759,2022,1,4000037754,1,
100,1000072760,2022,1,4000019138,1,
100,1000072761,2022,1,4000038023,1,
100,1000052928,2022,1,4000019104,1,
100,1000052928,2022,2,4000019104,2,
100,1000033511,2022,2,4000015147,50,
100,1000033511,2022,3,4000015147,110,
100,1000072762,2022,1,4000014437,10,
100,1000072763,2022,1,4000033064,30,
100,1000072764,2022,1,4000033064,20,
100,1000072764,2022,2,4000033064,50,
100,1000072764,2022,3,4000033064,60,
100,1000072765,2022,1,4000015423,10,
100,1000072766,2022,1,4000034251,10,
100,1000072767,2022,1,4000033902,10,
100,1000072768,2022,1,4000031403,10,
100,1000072768,2022,2,4000031403,20,
100,1000072768,2022,3,4000031403,30,
100,1000072768,2022,4,4000031403,40,
100,1000072769,2022,1,4000045724,10,
100,1000072770,2022,1,4000051441,10,
100,1000072770,2022,2,4000051441,20,
100,1000072771,2022,1,4000007884,10,
100,1000072772,2022,1,4000000746,9,
100,1000072773,2022,1,4000015634,10,
100,1000072774,2022,1,4000052376,10,
100,1000072774,2022,2,4000052376,20,
100,1000072775,2022,1,4000012614,10,
100,1000072776,2022,1,4000015872,10,
100,1000072777,2022,1,4000051157,260,
100,1000072778,2022,1,4000051988,10,
100,1000072778,2022,2,4000051988,10,
100,1000072779,2022,1,4000037906,1,
100,1000072780,2022,1,4000008487,10,
100,1000072781,2022,1,4000037904,1,
100,1000072782,2022,1,4000032746,10,
100,1000072783,2022,1,4000051157,260,
100,1000072784,2022,1,4000051157,260,
100,1000072785,2022,1,4000034099,10,
100,1000072786,2022,1,4000019176,2,
100,1000072787,2022,1,4000034130,10,
100,1000072788,2022,1,4000051157,270,
100,1000072789,2022,1,4000051157,260,
100,1000072790,2022,1,4000026549,10,
100,1000072791,2022,1,4000015596,10,
100,1000072792,2022,1,4000045674,10,
100,1000072793,2022,1,4000008076,10,
100,1000072794,2022,1,4000034519,10,
100,1000072795,2022,1,4000027443,10,
100,1000072796,2022,1,4000026538,10,
100,1000072796,2022,2,4000026539,10,
100,1000072796,2022,3,4000026540,10,
100,1000072796,2022,4,4000026543,10,
100,1000072797,2022,1,4000027269,10,
100,1000072797,2022,2,4000027270,10,
100,1000072797,2022,3,4000027271,10,
100,1000072797,2022,4,4000027272,10,
100,1000072797,2022,5,4000027273,10,
100,1000072797,2022,6,4000027274,10,
100,1000072798,2022,1,4000032004,10,
100,1000072799,2022,1,4000032004,10,
100,1000072800,2022,1,4000032004,10,
100,1000072801,2022,1,4000052551,10,
100,1000072801,2022,2,4000052551,20,
100,1000072802,2022,1,4000005708,10,
100,1000072803,2022,1,4000027444,10,
100,1000072804,2022,1,4000027445,10,
100,1000072805,2022,1,4000051157,250,
100,1000072806,2022,1,4000033204,10,
100,1000072806,2022,2,4000033204,20,
100,1000072806,2022,3,4000033204,30,
100,1000072806,2022,4,4000033204,40,
100,1000072806,2022,5,4000033204,50,
100,1000072806,2022,6,4000033204,60,
100,1000072806,2022,7,4000033204,70,
100,1000072807,2022,1,4000027446,10,
100,1000072808,2022,1,4000013290,10,
100,1000072809,2022,1,4000015971,10,
100,1000072810,2022,1,4000034604,10,
100,1000072811,2022,1,4000033098,10,
100,1000072812,2022,1,4000051159,300,
100,1000072813,2022,1,4000051161,250,
100,1000072814,2022,1,4000051159,290,
100,1000072815,2022,1,4000051161,250,
100,1000072816,2022,1,4000051157,270,
100,1000072817,2022,1,4000034702,10,
100,1000072818,2022,1,4000051157,270,
100,1000072819,2022,1,4000034282,10,
100,1000072819,2022,2,4000034282,20,
100,1000072819,2022,3,4000034282,30,
100,1000072819,2022,4,4000034282,40,
100,1000072820,2022,1,4000027464,10,
100,1000072821,2022,1,4000051453,10,
100,1000072821,2022,2,4000051453,20,
100,1000072821,2022,3,4000051453,30,
100,1000072821,2022,4,4000051453,40,
100,1000072821,2022,5,4000051453,50,
100,1000072822,2022,1,4000000111,10,
100,1000072823,2022,1,4000018333,10,
100,1000072824,2022,1,4000018483,10,
100,1000072825,2022,1,4000018216,10,
100,1000072826,2022,1,4000018243,10,
100,1000072827,2022,1,4000033062,10,
100,1000072827,2022,2,4000033062,20,
100,1000072827,2022,3,4000033062,30,
100,1000072827,2022,4,4000033062,40,
100,1000072827,2022,5,4000033062,60,
100,1000072827,2022,6,4000033062,70,
100,1000072828,2022,1,4000052148,10,
100,1000072829,2022,1,4000013745,10,
100,1000072830,2022,1,4000027471,10,
100,1000072831,2022,1,4000013144,240,
100,1000072832,2022,1,4000032877,10,
100,1000072833,2022,1,4000027474,10,
100,1000072834,2022,1,4000013144,180,
100,1000072834,2022,2,4000013144,200,
100,1000072835,2022,1,4000027478,10,
100,1000072836,2022,1,4000013144,130,
100,1000072836,2022,2,4000013144,140,
100,1000072836,2022,3,4000013144,150,
100,1000072837,2022,1,4000013527,10,
100,1000072838,2022,1,4000027483,10,
100,1000072839,2022,1,4000013144,80,
100,1000072839,2022,2,4000013144,90,
100,1000072839,2022,3,4000013144,100,
100,1000072840,2022,1,4000027485,10,
100,1000072841,2022,1,4000027486,10,
100,1000072842,2022,1,4000013546,10,
100,1000072843,2022,1,4000033548,10,
100,1000072844,2022,1,4000027487,10,
100,1000072845,2022,1,4000052642,10,
100,1000072846,2022,1,4000015564,10,
100,1000072846,2022,2,4000015564,20,
100,1000072847,2022,1,4000027488,10,
100,1000072848,2022,1,4000015245,90,
100,1000072848,2022,2,4000015245,100,
100,1000072849,2022,1,4000015337,10,
100,1000072849,2022,2,4000015337,20,
100,1000072850,2022,1,4000015245,80,
100,1000072851,2022,1,4000027503,10,
100,1000072852,2022,1,4000052819,10,
100,1000072853,2022,1,4000051129,110,
