Client,Purchasing Document Number,Item Number of Purchasing Document,Confirmation Category,Sequential Number of Vendor Confirmation,Delivery Date of Vendor Confirmation,Creation Date of Confirmation,Time at Which Vendor Confirmation was Created
100,4000036975,10,Confirmation Category1,2,2022-05-17,2022-04-19,1970-01-01 06:05:14
100,4000036982,10,Confirmation Category1,1,2022-05-26,2022-04-13,1970-01-01 12:07:47
100,4000036982,10,Confirmation Category1,2,2022-05-26,2022-04-13,1970-01-01 12:07:47
100,4000036982,10,Confirmation Category1,3,2022-05-26,2022-04-13,1970-01-01 12:07:47
100,4000036982,10,Confirmation Category1,4,2022-05-26,2022-04-13,1970-01-01 12:07:47
100,4000036982,10,Confirmation Category1,5,2022-05-26,2022-04-13,1970-01-01 12:07:47
100,4000036982,10,Confirmation Category1,6,2022-05-26,2022-04-13,1970-01-01 12:07:47
100,4000037005,10,Confirmation Category1,1,2022-04-11,2022-04-01,1970-01-01 17:53:27
100,4000037006,10,Confirmation Category1,1,2022-03-29,2022-03-28,1970-01-01 10:54:32
100,4000037013,10,Confirmation Category1,1,2022-06-17,2022-05-19,1970-01-01 07:24:37
100,4000037013,10,Confirmation Category1,2,2022-06-17,2022-05-19,1970-01-01 07:24:37
100,4000037013,10,Confirmation Category1,3,2022-06-17,2022-05-19,1970-01-01 07:24:37
100,4000037013,10,Confirmation Category1,4,2022-06-17,2022-05-19,1970-01-01 09:47:41
100,4000037013,10,Confirmation Category1,5,2022-06-17,2022-05-19,1970-01-01 09:47:41
100,4000037013,10,Confirmation Category1,6,2022-06-17,2022-05-19,1970-01-01 09:47:41
100,4000037013,10,Confirmation Category1,7,2022-06-17,2022-05-19,1970-01-01 11:29:31
100,4000037013,10,Confirmation Category1,8,2022-06-17,2022-05-19,1970-01-01 11:29:31
100,4000037013,10,Confirmation Category1,9,2022-06-17,2022-05-19,1970-01-01 11:29:31
100,4000037013,10,Confirmation Category1,10,2022-06-17,2022-05-19,1970-01-01 11:29:31
100,4000037013,10,Confirmation Category1,11,2022-06-17,2022-05-19,1970-01-01 11:29:31
100,4000037013,10,Confirmation Category1,12,2022-06-17,2022-05-20,1970-01-01 08:50:31
100,4000037013,10,Confirmation Category1,13,2022-06-17,2022-05-20,1970-01-01 08:50:31
100,4000037013,10,Confirmation Category1,14,2022-06-17,2022-05-20,1970-01-01 08:50:31
100,4000037013,10,Confirmation Category1,15,2022-06-17,2022-05-20,1970-01-01 10:53:51
100,4000037013,10,Confirmation Category1,16,2022-06-17,2022-05-20,1970-01-01 10:53:51
100,4000037013,10,Confirmation Category1,17,2022-06-17,2022-05-20,1970-01-01 10:53:51
100,4000037013,10,Confirmation Category1,18,2022-06-17,2022-05-20,1970-01-01 10:53:51
100,4000037013,10,Confirmation Category1,19,2022-06-17,2022-05-20,1970-01-01 10:53:51
100,4000037013,20,Confirmation Category1,1,2022-06-17,2022-05-20,1970-01-01 10:53:31
100,4000037013,20,Confirmation Category1,2,2022-06-17,2022-06-02,1970-01-01 08:01:48
100,4000037013,20,Confirmation Category1,3,2022-06-17,2022-06-02,1970-01-01 08:01:48
100,4000037013,20,Confirmation Category1,4,2022-06-17,2022-06-02,1970-01-01 11:06:41
100,4000037013,20,Confirmation Category1,5,2022-06-17,2022-06-02,1970-01-01 11:06:41
100,4000037013,20,Confirmation Category1,6,2022-06-17,2022-06-03,1970-01-01 07:03:44
100,4000037013,20,Confirmation Category1,7,2022-06-17,2022-06-03,1970-01-01 07:03:44
100,4000037013,20,Confirmation Category1,8,2022-06-17,2022-06-03,1970-01-01 07:03:44
100,4000037013,20,Confirmation Category1,9,2022-06-17,2022-06-03,1970-01-01 07:04:00
100,4000037013,20,Confirmation Category1,10,2022-06-17,2022-06-03,1970-01-01 07:04:00
100,4000037013,20,Confirmation Category1,11,2022-06-17,2022-06-03,1970-01-01 07:04:00
100,4000037013,20,Confirmation Category1,12,2022-06-17,2022-06-03,1970-01-01 07:04:00
100,4000037013,20,Confirmation Category1,13,2022-06-17,2022-06-03,1970-01-01 07:04:00
100,4000037015,10,Confirmation Category1,1,2022-06-05,2022-05-23,1970-01-01 12:23:55
100,4000037015,10,Confirmation Category1,2,2022-06-05,2022-05-23,1970-01-01 12:23:55
100,4000037016,10,Confirmation Category1,1,2022-05-10,2022-04-25,1970-01-01 11:13:47
100,4000037016,10,Confirmation Category1,2,2022-05-10,2022-04-25,1970-01-01 11:13:47
100,4000037016,10,Confirmation Category1,3,2022-05-10,2022-04-25,1970-01-01 11:13:47
100,4000037016,10,Confirmation Category1,4,2022-05-10,2022-04-25,1970-01-01 11:13:47
100,4000037016,10,Confirmation Category1,5,2022-05-10,2022-04-25,1970-01-01 11:16:30
100,4000037016,10,Confirmation Category1,6,2022-05-10,2022-04-25,1970-01-01 11:16:30
100,4000037016,10,Confirmation Category1,7,2022-05-10,2022-04-25,1970-01-01 11:16:30
100,4000037016,10,Confirmation Category1,8,2022-05-10,2022-04-25,1970-01-01 11:16:30
100,4000037016,10,Confirmation Category1,9,2022-05-10,2022-04-25,1970-01-01 11:16:53
100,4000037016,10,Confirmation Category1,10,2022-05-10,2022-04-25,1970-01-01 11:16:53
100,4000037016,10,Confirmation Category1,11,2022-05-10,2022-04-25,1970-01-01 11:16:53
100,4000037016,10,Confirmation Category1,12,2022-05-10,2022-04-25,1970-01-01 11:16:53
100,4000037016,10,Confirmation Category1,13,2022-05-10,2022-04-26,1970-01-01 10:33:10
100,4000037016,10,Confirmation Category1,14,2022-05-10,2022-04-26,1970-01-01 10:33:10
100,4000037017,10,Confirmation Category1,1,2022-05-10,2022-04-26,1970-01-01 10:33:55
100,4000037017,10,Confirmation Category1,2,2022-05-10,2022-04-26,1970-01-01 10:33:55
100,4000037017,10,Confirmation Category1,3,2022-05-10,2022-04-26,1970-01-01 10:34:37
100,4000037017,10,Confirmation Category1,4,2022-05-10,2022-04-26,1970-01-01 10:34:37
100,4000037017,10,Confirmation Category1,5,2022-05-10,2022-04-26,1970-01-01 10:34:37
100,4000037017,10,Confirmation Category1,6,2022-05-10,2022-04-26,1970-01-01 10:34:37
100,4000037017,10,Confirmation Category1,7,2022-05-10,2022-04-26,1970-01-01 10:35:34
100,4000037017,10,Confirmation Category1,8,2022-05-10,2022-04-26,1970-01-01 10:35:34
100,4000037017,10,Confirmation Category1,9,2022-05-10,2022-04-26,1970-01-01 10:35:34
100,4000037017,10,Confirmation Category1,10,2022-05-10,2022-04-26,1970-01-01 10:35:34
100,4000037017,10,Confirmation Category1,11,2022-05-10,2022-04-26,1970-01-01 10:38:37
100,4000037017,10,Confirmation Category1,12,2022-05-10,2022-04-26,1970-01-01 10:38:37
100,4000037017,10,Confirmation Category1,13,2022-05-10,2022-04-26,1970-01-01 10:38:37
100,4000037017,10,Confirmation Category1,14,2022-05-10,2022-04-26,1970-01-01 10:38:37
100,4000037018,10,Confirmation Category1,1,2022-05-13,2022-05-06,1970-01-01 04:47:00
100,4000037018,10,Confirmation Category1,2,2022-05-13,2022-05-06,1970-01-01 04:47:00
100,4000037018,10,Confirmation Category1,3,2022-05-13,2022-05-06,1970-01-01 04:47:00
100,4000037018,10,Confirmation Category1,4,2022-05-13,2022-05-06,1970-01-01 04:47:00
100,4000037018,10,Confirmation Category1,5,2022-05-13,2022-05-06,1970-01-01 04:48:33
100,4000037018,10,Confirmation Category1,6,2022-05-13,2022-05-06,1970-01-01 04:48:33
100,4000037018,10,Confirmation Category1,7,2022-05-13,2022-05-06,1970-01-01 04:48:33
100,4000037018,10,Confirmation Category1,8,2022-05-13,2022-05-06,1970-01-01 04:48:33
100,4000037018,10,Confirmation Category1,9,2022-05-13,2022-05-06,1970-01-01 04:51:01
100,4000037018,10,Confirmation Category1,10,2022-05-13,2022-05-06,1970-01-01 04:51:01
100,4000037018,10,Confirmation Category1,11,2022-05-13,2022-05-06,1970-01-01 04:51:01
100,4000037018,10,Confirmation Category1,12,2022-05-13,2022-05-06,1970-01-01 04:51:01
100,4000037018,10,Confirmation Category1,13,2022-05-13,2022-05-09,1970-01-01 10:53:10
100,4000037018,10,Confirmation Category1,14,2022-05-13,2022-05-09,1970-01-01 10:53:10
100,4000037019,10,Confirmation Category1,1,2022-05-13,2022-05-06,1970-01-01 10:24:48
100,4000037019,10,Confirmation Category1,2,2022-05-13,2022-05-06,1970-01-01 10:24:48
100,4000037019,10,Confirmation Category1,3,2022-05-13,2022-05-06,1970-01-01 10:24:48
100,4000037019,10,Confirmation Category1,4,2022-05-13,2022-05-06,1970-01-01 10:24:48
100,4000037019,10,Confirmation Category1,5,2022-05-13,2022-05-06,1970-01-01 10:26:17
100,4000037019,10,Confirmation Category1,6,2022-05-13,2022-05-06,1970-01-01 10:26:17
100,4000037019,10,Confirmation Category1,7,2022-05-13,2022-05-06,1970-01-01 10:26:17
100,4000037019,10,Confirmation Category1,8,2022-05-13,2022-05-06,1970-01-01 10:26:17
100,4000037019,10,Confirmation Category1,9,2022-05-13,2022-05-09,1970-01-01 10:54:34
100,4000037019,10,Confirmation Category1,10,2022-05-13,2022-05-09,1970-01-01 10:54:34
100,4000037019,10,Confirmation Category1,11,2022-05-13,2022-05-18,1970-01-01 03:03:26
100,4000037019,10,Confirmation Category1,12,2022-05-13,2022-05-18,1970-01-01 03:03:26
100,4000037019,10,Confirmation Category1,13,2022-05-13,2022-05-18,1970-01-01 03:03:26
100,4000037019,10,Confirmation Category1,14,2022-05-13,2022-05-18,1970-01-01 03:03:26
100,4000037020,10,Confirmation Category1,1,2022-06-28,2022-05-27,1970-01-01 14:01:48
100,4000037020,10,Confirmation Category1,2,2022-06-28,2022-05-27,1970-01-01 14:02:44
100,4000037020,10,Confirmation Category1,3,2022-06-28,2022-05-27,1970-01-01 14:03:41
100,4000037020,10,Confirmation Category1,4,2022-06-28,2022-05-27,1970-01-01 14:04:49
100,4000037020,10,Confirmation Category1,5,2022-06-28,2022-05-27,1970-01-01 14:05:40
100,4000037020,10,Confirmation Category1,6,2022-06-28,2022-05-27,1970-01-01 14:12:26
100,4000037020,10,Confirmation Category1,7,2022-06-28,2022-05-27,1970-01-01 14:13:18
100,4000037020,10,Confirmation Category1,8,2022-06-28,2022-05-27,1970-01-01 14:14:00
100,4000037020,10,Confirmation Category1,9,2022-06-28,2022-05-27,1970-01-01 14:15:05
100,4000037020,10,Confirmation Category1,10,2022-06-28,2022-05-27,1970-01-01 14:15:54
100,4000037021,10,Confirmation Category1,1,2022-06-28,2022-05-27,1970-01-01 14:40:06
100,4000037021,10,Confirmation Category1,2,2022-06-28,2022-05-27,1970-01-01 14:40:57
100,4000037021,10,Confirmation Category1,3,2022-06-28,2022-05-27,1970-01-01 14:41:46
100,4000037021,10,Confirmation Category1,4,2022-06-28,2022-05-27,1970-01-01 14:42:40
100,4000037021,10,Confirmation Category1,5,2022-06-28,2022-05-27,1970-01-01 14:47:40
100,4000037021,10,Confirmation Category1,6,2022-06-28,2022-05-27,1970-01-01 14:47:41
100,4000037021,10,Confirmation Category1,7,2022-06-28,2022-05-27,1970-01-01 14:48:43
100,4000037021,10,Confirmation Category1,8,2022-06-28,2022-05-27,1970-01-01 14:48:44
100,4000037021,10,Confirmation Category1,9,2022-06-28,2022-05-27,1970-01-01 14:48:45
100,4000037022,10,Confirmation Category1,1,2022-06-18,2022-05-27,1970-01-01 14:59:19
100,4000037022,10,Confirmation Category1,2,2022-06-18,2022-05-27,1970-01-01 15:00:17
100,4000037022,10,Confirmation Category1,3,2022-06-18,2022-05-27,1970-01-01 15:01:39
100,4000037022,10,Confirmation Category1,4,2022-06-18,2022-05-27,1970-01-01 15:02:36
100,4000037022,10,Confirmation Category1,5,2022-06-18,2022-05-27,1970-01-01 15:03:28
100,4000037022,10,Confirmation Category1,6,2022-06-18,2022-05-27,1970-01-01 15:04:14
100,4000037022,10,Confirmation Category1,7,2022-06-18,2022-05-27,1970-01-01 15:05:01
100,4000037022,10,Confirmation Category1,8,2022-06-18,2022-05-27,1970-01-01 15:05:49
100,4000037022,10,Confirmation Category1,9,2022-06-18,2022-05-27,1970-01-01 15:06:28
100,4000037022,10,Confirmation Category1,10,2022-06-18,2022-05-27,1970-01-01 15:07:07
100,4000037024,10,Confirmation Category1,1,2022-06-18,2022-05-27,1970-01-01 15:22:24
100,4000037024,10,Confirmation Category1,2,2022-06-18,2022-05-27,1970-01-01 15:22:27
100,4000037024,10,Confirmation Category1,3,2022-06-18,2022-05-27,1970-01-01 15:22:27
100,4000037024,10,Confirmation Category1,4,2022-06-18,2022-05-27,1970-01-01 15:22:29
100,4000037024,10,Confirmation Category1,5,2022-06-18,2022-05-27,1970-01-01 15:23:49
100,4000037024,10,Confirmation Category1,6,2022-06-18,2022-05-27,1970-01-01 15:24:37
100,4000037024,10,Confirmation Category1,7,2022-06-18,2022-05-27,1970-01-01 15:24:41
100,4000037024,10,Confirmation Category1,8,2022-06-18,2022-05-27,1970-01-01 15:25:26
100,4000037024,10,Confirmation Category1,9,2022-06-18,2022-05-27,1970-01-01 15:25:31
100,4000037024,10,Confirmation Category1,10,2022-06-18,2022-05-27,1970-01-01 15:25:34
100,4000037026,10,Confirmation Category1,1,2022-06-11,2022-05-23,1970-01-01 04:36:57
100,4000037026,10,Confirmation Category1,2,2022-06-11,2022-05-23,1970-01-01 04:38:18
100,4000037026,10,Confirmation Category1,3,2022-06-11,2022-05-23,1970-01-01 04:39:26
100,4000037026,10,Confirmation Category1,4,2022-06-11,2022-05-23,1970-01-01 04:39:26
100,4000037026,10,Confirmation Category1,5,2022-06-11,2022-05-23,1970-01-01 04:39:26
100,4000037026,10,Confirmation Category1,6,2022-06-11,2022-05-23,1970-01-01 04:40:28
100,4000037026,10,Confirmation Category1,7,2022-06-11,2022-05-23,1970-01-01 04:41:39
100,4000037027,10,Confirmation Category1,1,2022-06-18,2022-05-23,1970-01-01 20:20:10
100,4000037027,10,Confirmation Category1,2,2022-06-18,2022-05-23,1970-01-01 20:20:10
100,4000037027,10,Confirmation Category1,3,2022-06-18,2022-05-23,1970-01-01 20:20:10
100,4000037027,10,Confirmation Category1,4,2022-06-18,2022-05-23,1970-01-01 20:20:38
100,4000037030,10,Confirmation Category1,1,2022-06-10,2022-04-14,1970-01-01 15:25:16
100,4000037030,10,Confirmation Category1,2,2022-06-10,2022-04-14,1970-01-01 15:25:16
100,4000037030,10,Confirmation Category1,3,2022-06-10,2022-04-15,1970-01-01 16:48:53
100,4000037030,10,Confirmation Category1,4,2022-06-10,2022-04-15,1970-01-01 16:48:53
100,4000037030,10,Confirmation Category1,5,2022-06-10,2022-04-18,1970-01-01 18:11:57
100,4000037030,10,Confirmation Category1,6,2022-06-10,2022-04-18,1970-01-01 18:11:57
100,4000037030,10,Confirmation Category1,7,2022-06-10,2022-05-12,1970-01-01 18:12:30
100,4000037030,10,Confirmation Category1,8,2022-06-10,2022-05-12,1970-01-01 18:12:30
100,4000037031,10,Confirmation Category1,1,2022-04-01,2022-04-04,1970-01-01 06:18:05
100,4000037031,10,Confirmation Category1,2,2022-04-01,2022-04-04,1970-01-01 06:18:05
100,4000037031,10,Confirmation Category1,3,2022-04-01,2022-04-04,1970-01-01 06:18:05
100,4000037031,10,Confirmation Category1,4,2022-04-01,2022-04-04,1970-01-01 06:18:05
100,4000037032,10,Confirmation Category1,1,2022-04-21,2022-04-14,1970-01-01 07:11:59
100,4000037035,10,Confirmation Category1,1,2022-04-28,2022-04-19,1970-01-01 06:10:46
100,4000037036,10,Confirmation Category1,1,2022-05-28,2022-05-16,1970-01-01 00:31:48
100,4000037036,10,Confirmation Category1,2,2022-05-28,2022-05-16,1970-01-01 00:31:48
100,4000037036,20,Confirmation Category1,1,2022-05-28,2022-05-16,1970-01-01 00:31:48
100,4000037037,10,Confirmation Category1,1,2022-05-13,2022-04-19,1970-01-01 11:47:20
100,4000037037,10,Confirmation Category1,2,2022-05-13,2022-04-19,1970-01-01 11:47:20
100,4000037037,10,Confirmation Category1,3,2022-05-13,2022-04-19,1970-01-01 11:47:20
100,4000037037,10,Confirmation Category1,4,2022-05-13,2022-04-19,1970-01-01 11:47:20
100,4000037037,10,Confirmation Category1,5,2022-05-13,2022-04-19,1970-01-01 11:48:17
100,4000037037,10,Confirmation Category1,6,2022-05-13,2022-04-19,1970-01-01 11:48:17
100,4000037038,10,Confirmation Category1,1,2022-05-12,2022-04-28,1970-01-01 06:35:17
100,4000037038,10,Confirmation Category1,2,2022-05-12,2022-04-28,1970-01-01 06:35:17
100,4000037040,10,Confirmation Category1,1,2022-07-22,2022-05-26,1970-01-01 16:32:30
100,4000037040,10,Confirmation Category1,2,2022-07-22,2022-05-26,1970-01-01 16:32:30
100,4000037041,10,Confirmation Category1,1,2022-07-22,2022-05-26,1970-01-01 15:30:57
100,4000037041,10,Confirmation Category1,2,2022-07-22,2022-05-26,1970-01-01 15:30:57
100,4000037042,10,Confirmation Category1,1,2022-07-22,2022-05-25,1970-01-01 18:05:56
100,4000037042,10,Confirmation Category1,2,2022-07-22,2022-05-25,1970-01-01 18:05:56
100,4000037043,10,Confirmation Category1,1,2022-07-22,2022-05-27,1970-01-01 17:37:34
100,4000037043,10,Confirmation Category1,2,2022-07-22,2022-05-27,1970-01-01 17:37:34
100,4000000182,10,Confirmation Category1,1,2022-05-11,2022-03-31,1970-01-01 12:31:26
100,4000000182,10,Confirmation Category1,2,2022-05-11,2022-03-31,1970-01-01 12:31:26
100,4000000183,10,Confirmation Category1,1,2022-06-22,2022-05-05,1970-01-01 07:43:31
100,4000000183,10,Confirmation Category1,2,2022-06-22,2022-05-05,1970-01-01 07:43:31
100,4000000183,10,Confirmation Category1,3,2022-06-22,2022-05-05,1970-01-01 07:43:31
100,4000000183,20,Confirmation Category1,1,2022-06-22,2022-05-05,1970-01-01 07:43:31
100,4000000183,20,Confirmation Category1,2,2022-06-22,2022-05-05,1970-01-01 07:43:31
100,4000000184,10,Confirmation Category1,1,2022-04-22,2022-04-13,1970-01-01 02:22:31
100,4000000184,10,Confirmation Category1,2,2022-04-22,2022-04-13,1970-01-01 02:22:31
100,4000000184,10,Confirmation Category1,3,2022-04-22,2022-04-13,1970-01-01 02:22:31
100,4000000184,10,Confirmation Category1,4,2022-04-22,2022-04-13,1970-01-01 02:22:31
100,4000000184,10,Confirmation Category1,5,2022-04-22,2022-04-13,1970-01-01 02:22:39
100,4000000184,10,Confirmation Category1,6,2022-04-22,2022-04-13,1970-01-01 02:22:39
100,4000000184,10,Confirmation Category1,7,2022-04-22,2022-04-13,1970-01-01 02:22:39
100,4000000184,10,Confirmation Category1,8,2022-04-22,2022-04-13,1970-01-01 02:22:39
100,4000000184,10,Confirmation Category1,9,2022-04-22,2022-04-13,1970-01-01 09:11:52
100,4000000184,10,Confirmation Category1,10,2022-04-22,2022-04-13,1970-01-01 09:11:52
100,4000000184,10,Confirmation Category1,11,2022-04-22,2022-04-13,1970-01-01 09:11:52
100,4000000186,10,Confirmation Category1,1,2022-04-17,2022-04-12,1970-01-01 07:19:49
100,4000000186,10,Confirmation Category1,2,2022-04-17,2022-04-12,1970-01-01 07:19:49
100,4000000186,10,Confirmation Category1,3,2022-04-17,2022-04-12,1970-01-01 07:19:49
100,4000000186,10,Confirmation Category1,4,2022-04-17,2022-04-12,1970-01-01 07:19:49
100,4000000186,10,Confirmation Category1,5,2022-04-17,2022-04-12,1970-01-01 07:19:49
100,4000000186,10,Confirmation Category1,6,2022-04-17,2022-04-12,1970-01-01 07:19:49
100,4000000186,10,Confirmation Category1,7,2022-04-17,2022-04-12,1970-01-01 07:19:49
100,4000000186,10,Confirmation Category1,8,2022-04-17,2022-04-12,1970-01-01 07:19:49
100,4000000186,10,Confirmation Category1,9,2022-04-17,2022-04-12,1970-01-01 07:19:49
100,4000000186,10,Confirmation Category1,10,2022-04-17,2022-04-12,1970-01-01 07:19:49
100,4000000186,10,Confirmation Category1,11,2022-04-17,2022-04-12,1970-01-01 07:19:49
100,4000000186,10,Confirmation Category1,12,2022-04-17,2022-04-13,1970-01-01 05:52:10
100,4000000186,10,Confirmation Category1,13,2022-04-17,2022-04-13,1970-01-01 05:52:10
100,4000000186,10,Confirmation Category1,14,2022-04-17,2022-04-13,1970-01-01 05:52:10
100,4000000186,10,Confirmation Category1,15,2022-04-17,2022-04-13,1970-01-01 05:52:10
100,4000000186,10,Confirmation Category1,16,2022-04-17,2022-04-17,1970-01-01 07:37:49
100,4000000186,10,Confirmation Category1,17,2022-04-17,2022-04-17,1970-01-01 07:37:49
100,4000000186,10,Confirmation Category1,18,2022-04-17,2022-04-17,1970-01-01 07:37:49
100,4000000186,10,Confirmation Category1,19,2022-04-17,2022-04-17,1970-01-01 07:37:49
100,4000000188,10,Confirmation Category1,1,2022-04-26,2022-04-12,1970-01-01 09:07:04
100,4000000188,10,Confirmation Category1,2,2022-04-26,2022-04-12,1970-01-01 09:07:04
100,4000000188,10,Confirmation Category1,3,2022-04-26,2022-04-12,1970-01-01 09:07:04
100,4000000188,10,Confirmation Category1,4,2022-04-26,2022-04-12,1970-01-01 09:07:04
100,4000000188,10,Confirmation Category1,5,2022-04-26,2022-04-12,1970-01-01 09:07:04
100,4000000188,10,Confirmation Category1,6,2022-04-26,2022-04-12,1970-01-01 09:07:04
100,4000000188,10,Confirmation Category1,7,2022-04-26,2022-04-12,1970-01-01 09:07:04
100,4000000188,10,Confirmation Category1,8,2022-04-26,2022-04-12,1970-01-01 09:07:04
100,4000000188,10,Confirmation Category1,9,2022-04-26,2022-04-12,1970-01-01 09:07:04
100,4000000188,10,Confirmation Category1,10,2022-04-26,2022-04-12,1970-01-01 09:07:04
100,4000000188,10,Confirmation Category1,11,2022-04-26,2022-04-12,1970-01-01 09:07:04
100,4000000188,10,Confirmation Category1,12,2022-04-26,2022-04-12,1970-01-01 09:08:32
100,4000000188,10,Confirmation Category1,13,2022-04-26,2022-04-12,1970-01-01 09:08:32
100,4000000188,10,Confirmation Category1,14,2022-04-26,2022-04-12,1970-01-01 09:08:32
100,4000000188,10,Confirmation Category1,15,2022-04-26,2022-04-12,1970-01-01 09:08:32
100,4000000188,10,Confirmation Category1,16,2022-04-26,2022-04-12,1970-01-01 09:08:32
100,4000000188,10,Confirmation Category1,17,2022-04-26,2022-04-12,1970-01-01 09:08:32
100,4000000188,10,Confirmation Category1,18,2022-04-26,2022-04-12,1970-01-01 09:08:32
100,4000000188,10,Confirmation Category1,19,2022-04-26,2022-04-12,1970-01-01 09:08:32
100,4000000188,10,Confirmation Category1,20,2022-04-26,2022-04-12,1970-01-01 09:08:32
100,4000000188,10,Confirmation Category1,21,2022-04-26,2022-04-12,1970-01-01 09:08:32
100,4000000188,10,Confirmation Category1,22,2022-04-26,2022-04-12,1970-01-01 09:08:32
100,4000000188,10,Confirmation Category1,23,2022-04-26,2022-04-12,1970-01-01 09:09:56
100,4000000188,10,Confirmation Category1,24,2022-04-26,2022-04-12,1970-01-01 09:09:56
100,4000000188,10,Confirmation Category1,25,2022-04-26,2022-04-12,1970-01-01 09:09:56
100,4000000188,10,Confirmation Category1,26,2022-04-26,2022-04-12,1970-01-01 09:09:56
100,4000000188,10,Confirmation Category1,27,2022-04-26,2022-04-12,1970-01-01 09:09:56
100,4000000188,10,Confirmation Category1,28,2022-04-26,2022-04-12,1970-01-01 09:09:56
100,4000000188,10,Confirmation Category1,29,2022-04-26,2022-04-12,1970-01-01 09:09:56
100,4000000188,10,Confirmation Category1,30,2022-04-26,2022-04-12,1970-01-01 09:09:56
100,4000000188,10,Confirmation Category1,31,2022-04-26,2022-04-12,1970-01-01 09:09:56
100,4000000188,10,Confirmation Category1,32,2022-04-26,2022-04-12,1970-01-01 09:09:56
100,4000000188,10,Confirmation Category1,33,2022-04-26,2022-04-12,1970-01-01 09:09:56
100,4000000188,10,Confirmation Category1,34,2022-04-26,2022-04-12,1970-01-01 09:11:25
100,4000000188,10,Confirmation Category1,35,2022-04-26,2022-04-12,1970-01-01 09:11:25
100,4000000188,10,Confirmation Category1,36,2022-04-26,2022-04-12,1970-01-01 09:11:25
100,4000000188,10,Confirmation Category1,37,2022-04-26,2022-04-12,1970-01-01 09:11:25
100,4000000188,10,Confirmation Category1,38,2022-04-26,2022-04-12,1970-01-01 09:11:25
100,4000000188,10,Confirmation Category1,39,2022-04-26,2022-04-12,1970-01-01 09:11:25
100,4000000188,10,Confirmation Category1,40,2022-04-26,2022-04-12,1970-01-01 09:11:25
100,4000000188,10,Confirmation Category1,41,2022-04-26,2022-04-12,1970-01-01 09:11:25
100,4000000188,10,Confirmation Category1,42,2022-04-26,2022-04-12,1970-01-01 09:11:25
100,4000000188,10,Confirmation Category1,43,2022-04-26,2022-04-12,1970-01-01 09:11:25
100,4000000188,10,Confirmation Category1,44,2022-04-26,2022-04-12,1970-01-01 09:11:25
100,4000000188,10,Confirmation Category1,45,2022-04-26,2022-04-13,1970-01-01 02:42:54
100,4000000188,10,Confirmation Category1,46,2022-04-26,2022-04-13,1970-01-01 02:42:54
100,4000000188,10,Confirmation Category1,47,2022-04-26,2022-04-13,1970-01-01 02:42:54
100,4000000188,10,Confirmation Category1,48,2022-04-26,2022-04-13,1970-01-01 02:42:54
100,4000000188,10,Confirmation Category1,49,2022-04-26,2022-04-13,1970-01-01 02:42:54
100,4000000188,10,Confirmation Category1,50,2022-04-26,2022-04-13,1970-01-01 02:42:54
100,4000000188,10,Confirmation Category1,51,2022-04-26,2022-04-13,1970-01-01 02:42:54
100,4000000188,10,Confirmation Category1,52,2022-04-26,2022-04-13,1970-01-01 02:42:54
100,4000000188,10,Confirmation Category1,53,2022-04-26,2022-04-13,1970-01-01 02:42:54
100,4000000188,10,Confirmation Category1,54,2022-04-26,2022-04-13,1970-01-01 02:42:54
100,4000000188,10,Confirmation Category1,55,2022-04-26,2022-04-13,1970-01-01 02:42:54
100,4000000189,10,Confirmation Category1,1,2022-04-22,2022-04-14,1970-01-01 08:53:56
100,4000000189,10,Confirmation Category1,2,2022-04-22,2022-04-14,1970-01-01 08:53:56
100,4000000189,10,Confirmation Category1,3,2022-04-22,2022-04-14,1970-01-01 08:53:56
100,4000000189,10,Confirmation Category1,4,2022-04-22,2022-04-14,1970-01-01 08:53:56
100,4000000189,10,Confirmation Category1,5,2022-04-22,2022-04-14,1970-01-01 09:22:57
100,4000000189,10,Confirmation Category1,6,2022-04-22,2022-04-14,1970-01-01 09:22:57
100,4000000189,10,Confirmation Category1,7,2022-04-22,2022-04-14,1970-01-01 09:22:57
100,4000000189,10,Confirmation Category1,8,2022-04-22,2022-04-14,1970-01-01 09:22:57
100,4000000189,10,Confirmation Category1,9,2022-04-22,2022-04-16,1970-01-01 09:52:36
100,4000000189,10,Confirmation Category1,10,2022-04-22,2022-04-16,1970-01-01 09:52:36
100,4000000189,10,Confirmation Category1,11,2022-04-22,2022-04-16,1970-01-01 09:52:36
100,4000000189,10,Confirmation Category1,12,2022-04-22,2022-04-16,1970-01-01 09:52:36
100,4000000189,10,Confirmation Category1,13,2022-04-22,2022-04-16,1970-01-01 09:52:36
100,4000000189,10,Confirmation Category1,14,2022-04-22,2022-04-16,1970-01-01 09:52:36
100,4000000189,10,Confirmation Category1,15,2022-04-22,2022-04-16,1970-01-01 09:52:36
100,4000000189,10,Confirmation Category1,16,2022-04-22,2022-04-16,1970-01-01 09:52:36
100,4000000189,10,Confirmation Category1,17,2022-04-22,2022-04-16,1970-01-01 09:52:36
100,4000000189,10,Confirmation Category1,18,2022-04-22,2022-04-16,1970-01-01 09:52:36
100,4000000189,10,Confirmation Category1,19,2022-04-22,2022-04-16,1970-01-01 09:52:36
100,4000000190,10,Confirmation Category1,1,2022-04-19,2022-04-13,1970-01-01 05:53:26
100,4000000190,10,Confirmation Category1,2,2022-04-19,2022-04-13,1970-01-01 05:53:26
