Client,Material Number,Plant
100,MAT7370,Plant22
100,MAT7371,Plant22
100,MAT7372,Plant22
100,MAT7373,Plant22
100,MAT7374,Plant22
100,MAT7375,Plant22
100,MAT7376,Plant22
100,MAT7377,Plant22
100,MAT7378,Plant22
100,MAT7379,Plant22
100,MAT7380,Plant1
100,MAT7381,Plant22
100,MAT7382,Plant1
100,MAT7383,Plant1
100,MAT7384,Plant1
100,MAT7385,Plant1
100,MAT7386,Plant1
100,MAT7387,Plant3
100,MAT7388,Plant3
100,MAT7389,Plant3
100,MAT7390,Plant3
100,MAT7391,Plant3
100,MAT7392,Plant3
100,MAT7393,Plant3
100,MAT7394,Plant3
100,MAT7394,Plant4
100,MAT7395,Plant3
100,MAT7396,Plant3
100,MAT7397,Plant3
100,MAT7398,Plant3
100,MAT7399,Plant3
100,MAT7400,Plant3
100,MAT7401,Plant3
100,MAT7402,Plant3
100,MAT7403,Plant3
100,MAT7404,Plant3
100,MAT7405,Plant3
100,MAT7406,Plant3
100,MAT7407,Plant3
100,MAT7408,Plant3
100,MAT7409,Plant3
100,MAT7410,Plant3
100,MAT7411,Plant3
100,MAT7412,Plant3
100,MAT7413,Plant3
100,MAT7414,Plant3
100,MAT7415,Plant3
100,MAT7416,Plant3
100,MAT7417,Plant3
100,MAT7418,Plant3
100,MAT7419,Plant3
100,MAT7420,Plant5
100,MAT7421,Plant5
100,MAT7422,Plant5
100,MAT7423,Plant5
100,MAT7424,Plant5
100,MAT7425,Plant5
100,MAT7426,Plant5
100,MAT7426,Plant20
100,MAT7427,Plant5
100,MAT7428,Plant5
100,MAT7429,Plant5
100,MAT7430,Plant5
100,MAT7431,Plant5
100,MAT7432,Plant6
100,MAT7433,Plant6
100,MAT7434,Plant5
100,MAT7435,Plant4
100,MAT7436,Plant4
100,MAT7437,Plant3
100,MAT7438,Plant3
100,MAT7439,Plant4
100,MAT7440,Plant3
100,MAT7441,Plant3
100,MAT7441,Plant4
100,MAT7442,Plant3
100,MAT7443,Plant3
100,MAT7444,Plant3
100,MAT7444,Plant4
100,MAT7445,Plant3
100,MAT7445,Plant4
100,MAT7446,Plant3
100,MAT7447,Plant3
100,MAT7448,Plant3
100,MAT7448,Plant4
100,MAT7449,Plant3
100,MAT7450,Plant3
100,MAT7451,Plant3
100,MAT7452,Plant3
100,MAT7453,Plant24
100,MAT7454,Plant8
100,MAT7454,Plant7
100,MAT7454,Plant12
100,MAT7455,Plant13
100,MAT7456,Plant96
100,MAT7457,Plant13
100,MAT7458,Plant13
100,MAT7459,Plant13
100,MAT7460,Plant16
100,MAT7461,Plant16
100,MAT7462,Plant13
100,MAT7463,Plant13
100,MAT7464,Plant13
100,MAT7465,Plant13
100,MAT7466,Plant13
100,MAT7467,Plant13
100,MAT7468,Plant13
100,MAT7469,Plant13
100,MAT7470,Plant13
100,MAT7471,Plant13
100,MAT7472,Plant13
100,MAT7473,Plant13
100,MAT7474,Plant28
100,MAT7475,Plant28
100,MAT7476,Plant13
100,MAT7477,Plant13
100,MAT7478,Plant13
100,MAT7479,Plant13
100,MAT7480,Plant96
100,MAT7481,Plant13
100,MAT7482,Plant16
100,MAT7483,Plant96
100,MAT7483,Plant51
100,MAT7484,Plant96
100,MAT7485,Plant14
100,MAT7485,Plant28
100,MAT7486,Plant14
100,MAT7486,Plant28
100,MAT7486,Plant34
100,MAT7487,Plant83
100,MAT7488,Plant4
100,MAT7488,Plant72
100,MAT7489,Plant3
100,MAT7490,Plant10
100,MAT7491,Plant10
100,MAT7491,Plant9
100,MAT7492,Plant10
100,MAT7492,Plant9
100,MAT7493,Plant10
100,MAT7493,Plant9
100,MAT7494,Plant96
100,MAT7495,Plant13
100,MAT7496,Plant13
100,MAT7497,Plant13
100,MAT7498,Plant13
100,MAT7499,Plant13
100,MAT7500,Plant13
100,MAT7501,Plant13
100,MAT7502,Plant13
100,MAT7503,Plant13
100,MAT7504,Plant13
100,MAT7505,Plant13
100,MAT7506,Plant13
100,MAT7507,Plant13
100,MAT7508,Plant13
100,MAT7509,Plant13
100,MAT7510,Plant13
100,MAT7511,Plant13
100,MAT7512,Plant13
100,MAT7513,Plant13
100,MAT7514,Plant13
100,MAT7515,Plant13
100,MAT7516,Plant13
100,MAT7517,Plant13
100,MAT7518,Plant13
100,MAT7519,Plant13
100,MAT7520,Plant13
100,MAT7521,Plant13
100,MAT7522,Plant13
100,MAT7523,Plant13
100,MAT7524,Plant13
100,MAT7525,Plant13
100,MAT7526,Plant13
100,MAT7527,Plant13
100,MAT7528,Plant13
100,MAT7529,Plant13
100,MAT7530,Plant13
100,MAT7531,Plant13
100,MAT7532,Plant13
100,MAT7533,Plant13
100,MAT7534,Plant13
100,MAT7535,Plant13
100,MAT7536,Plant13
100,MAT7537,Plant13
100,MAT7538,Plant13
100,MAT7539,Plant13
100,MAT7540,Plant13
100,MAT7541,Plant13
100,MAT7542,Plant13
100,MAT7543,Plant13
100,MAT7544,Plant13
100,MAT7545,Plant13
100,MAT7546,Plant13
100,MAT7547,Plant13
100,MAT7548,Plant13
100,MAT7549,Plant13
100,MAT7550,Plant13
100,MAT7551,Plant2
100,MAT7552,Plant13
100,MAT7553,Plant13
100,MAT7554,Plant13
100,MAT7555,Plant13
100,MAT7556,Plant13
100,MAT7557,Plant13
100,MAT7558,Plant13
100,MAT7559,Plant13
100,MAT7560,Plant13
100,MAT7561,Plant13
100,MAT7562,Plant13
100,MAT7563,Plant13
100,MAT7564,Plant13
100,MAT7565,Plant13
100,MAT7566,Plant13
100,MAT7567,Plant13
100,MAT7568,Plant13
100,MAT7569,Plant13
100,MAT7570,Plant13
100,MAT7571,Plant13
100,MAT7572,Plant13
100,MAT7573,Plant13
100,MAT7574,Plant13
100,MAT7575,Plant13
100,MAT7576,Plant13
100,MAT7577,Plant13
100,MAT7578,Plant13
100,MAT7579,Plant13
100,MAT7580,Plant13
100,MAT7581,Plant13
100,MAT7582,Plant13
100,MAT7583,Plant13
100,MAT7584,Plant13
100,MAT7585,Plant13
100,MAT7586,Plant13
100,MAT7587,Plant13
100,MAT7588,Plant13
100,MAT7589,Plant13
100,MAT7590,Plant13
100,MAT7591,Plant13
100,MAT7592,Plant13
100,MAT7593,Plant13
100,MAT7594,Plant13
100,MAT7595,Plant13
100,MAT7595,Plant2
100,MAT7596,Plant13
100,MAT7597,Plant13
100,MAT7598,Plant13
100,MAT7599,Plant13
100,MAT7600,Plant13
100,MAT7601,Plant13
100,MAT7602,Plant13
100,MAT7603,Plant13
100,MAT7604,Plant13
100,MAT7605,Plant13
100,MAT7606,Plant13
100,MAT7607,Plant13
100,MAT7608,Plant13
100,MAT7609,Plant13
100,MAT7610,Plant13
100,MAT7611,Plant13
100,MAT7612,Plant13
100,MAT7613,Plant13
100,MAT7614,Plant13
100,MAT7615,Plant5
100,MAT7616,Plant13
100,MAT7617,Plant13
100,MAT7618,Plant13
100,MAT7619,Plant14
100,MAT7620,Plant14
100,MAT7621,Plant14
100,MAT7622,Plant13
100,MAT7623,Plant13
100,MAT7624,Plant13
100,MAT7625,Plant14
100,MAT7626,Plant13
100,MAT7627,Plant13
100,MAT7628,Plant13
100,MAT7629,Plant13
100,MAT7629,Plant1
100,MAT7630,Plant14
100,MAT7631,Plant14
100,MAT7632,Plant14
100,MAT7633,Plant14
100,MAT7634,Plant14
100,MAT7635,Plant14
100,MAT7636,Plant14
100,MAT7637,Plant14
100,MAT7638,Plant14
100,MAT7639,Plant14
100,MAT7640,Plant14
100,MAT7641,Plant14
100,MAT7642,Plant14
100,MAT7643,Plant14
100,MAT7644,Plant14
100,MAT7645,Plant14
100,MAT7646,Plant14
100,MAT7647,Plant14
100,MAT7648,Plant14
100,MAT7649,Plant14
100,MAT7650,Plant14
100,MAT7651,Plant14
100,MAT7652,Plant14
100,MAT7653,Plant14
100,MAT7654,Plant14
100,MAT7655,Plant14
100,MAT7656,Plant2
100,MAT7657,Plant2
100,MAT7658,Plant13
100,MAT7659,Plant13
100,MAT7660,Plant13
100,MAT7661,Plant13
100,MAT7662,Plant13
100,MAT7663,Plant13
100,MAT7664,Plant13
100,MAT7665,Plant13
100,MAT7666,Plant7
100,MAT7667,Plant7
100,MAT7668,Plant7
100,MAT7669,Plant7
100,MAT7670,Plant7
100,MAT7671,Plant7
100,MAT7672,Plant7
100,MAT7673,Plant7
100,MAT7674,Plant7
100,MAT7675,Plant7
100,MAT7676,Plant7
100,MAT7677,Plant7
100,MAT7678,Plant7
100,MAT7679,Plant7
100,MAT7680,Plant7
100,MAT7681,Plant7
100,MAT7682,Plant7
100,MAT7683,Plant7
100,MAT7684,Plant7
100,MAT7685,Plant7
100,MAT7686,Plant7
100,MAT7687,Plant7
100,MAT7688,Plant7
100,MAT7689,Plant7
100,MAT7690,Plant7
100,MAT7691,Plant7
100,MAT7692,Plant7
100,MAT7693,Plant7
100,MAT7694,Plant7
100,MAT7695,Plant7
100,MAT7696,Plant7
100,MAT7697,Plant7
100,MAT7698,Plant7
100,MAT7699,Plant7
100,MAT7700,Plant7
100,MAT7701,Plant7
100,MAT7702,Plant7
100,MAT7703,Plant7
100,MAT7704,Plant7
100,MAT7705,Plant7
100,MAT7706,Plant7
100,MAT7707,Plant7
100,MAT7708,Plant7
100,MAT7709,Plant7
100,MAT7710,Plant7
100,MAT7711,Plant7
100,MAT7712,Plant7
100,MAT7713,Plant7
100,MAT7714,Plant7
100,MAT7715,Plant7
100,MAT7716,Plant7
100,MAT7717,Plant7
100,MAT7718,Plant7
100,MAT7719,Plant7
100,MAT7720,Plant7
100,MAT7721,Plant7
100,MAT7722,Plant7
100,MAT7723,Plant7
100,MAT7724,Plant7
100,MAT7725,Plant7
100,MAT7726,Plant8
100,MAT7727,Plant8
100,MAT7728,Plant8
100,MAT7729,Plant8
100,MAT7730,Plant8
100,MAT7731,Plant8
100,MAT7732,Plant8
100,MAT7733,Plant8
100,MAT7734,Plant8
100,MAT7735,Plant8
100,MAT7736,Plant8
100,MAT7737,Plant8
100,MAT7738,Plant8
100,MAT7739,Plant8
100,MAT7740,Plant8
100,MAT7741,Plant8
100,MAT7742,Plant8
100,MAT7743,Plant8
100,MAT7744,Plant8
100,MAT7745,Plant2
100,MAT7746,Plant8
100,MAT7747,Plant8
100,MAT7748,Plant8
100,MAT7749,Plant8
100,MAT7750,Plant8
100,MAT7751,Plant8
100,MAT7752,Plant8
100,MAT7753,Plant8
100,MAT7754,Plant8
100,MAT7755,Plant8
100,MAT7756,Plant8
100,MAT7757,Plant8
100,MAT7758,Plant8
100,MAT7759,Plant8
100,MAT7760,Plant8
100,MAT7761,Plant8
100,MAT7762,Plant8
100,MAT7763,Plant8
100,MAT7764,Plant8
100,MAT7765,Plant8
100,MAT7766,Plant8
100,MAT7767,Plant8
100,MAT7768,Plant8
100,MAT7769,Plant8
100,MAT7770,Plant8
100,MAT7771,Plant8
100,MAT7772,Plant13
100,MAT7773,Plant13
100,MAT7774,Plant8
100,MAT7775,Plant13
100,MAT7776,Plant13
100,MAT7777,Plant13
100,MAT7778,Plant14
100,MAT7779,Plant14
100,MAT7780,Plant14
100,MAT7781,Plant8
100,MAT7782,Plant14
100,MAT7783,Plant13
100,MAT7784,Plant7
100,MAT7785,Plant7
100,MAT7786,Plant13
100,MAT7787,Plant14
100,MAT7788,Plant7
100,MAT7789,Plant7
100,MAT7790,Plant7
100,MAT7791,Plant8
100,MAT7792,Plant13
100,MAT7793,Plant13
100,MAT7794,Plant13
100,MAT7795,Plant13
100,MAT7796,Plant13
100,MAT7797,Plant13
100,MAT7798,Plant13
100,MAT7799,Plant13
100,MAT7800,Plant7
100,MAT7801,Plant13
100,MAT7802,Plant7
100,MAT7803,Plant13
100,MAT7804,Plant13
100,MAT7805,Plant13
100,MAT7806,Plant13
100,MAT7807,Plant13
100,MAT7808,Plant13
100,MAT7809,Plant7
100,MAT7810,Plant7
100,MAT7811,Plant7
100,MAT7812,Plant7
100,MAT7813,Plant13
100,MAT7814,Plant13
100,MAT7815,Plant13
100,MAT7816,Plant13
100,MAT7817,Plant13
100,MAT7818,Plant7
100,MAT7819,Plant7
100,MAT7820,Plant7
100,MAT7821,Plant7
100,MAT7822,Plant7
100,MAT7823,Plant7
100,MAT7824,Plant13
100,MAT7825,Plant3
100,MAT7826,Plant3
100,MAT7827,Plant3
100,MAT7828,Plant3
100,MAT7829,Plant3
100,MAT7830,Plant3
100,MAT7831,Plant3
100,MAT7832,Plant3
100,MAT7833,Plant3
100,MAT7834,Plant3
100,MAT7835,Plant3
100,MAT7836,Plant3
100,MAT7837,Plant3
100,MAT7838,Plant3
100,MAT7839,Plant3
100,MAT7840,Plant3
100,MAT7841,Plant3
100,MAT7842,Plant3
100,MAT7843,Plant3
100,MAT7844,Plant3
100,MAT7845,Plant3
100,MAT7846,Plant3
100,MAT7847,Plant3
100,MAT7848,Plant3
100,MAT7849,Plant3
100,MAT7850,Plant3
100,MAT7851,Plant3
100,MAT7852,Plant3
100,MAT7853,Plant3
100,MAT7854,Plant3
100,MAT7855,Plant3
100,MAT7856,Plant3
100,MAT7857,Plant3
100,MAT7858,Plant3
100,MAT7859,Plant3
100,MAT7860,Plant3
100,MAT7861,Plant3
100,MAT7862,Plant3
100,MAT7863,Plant3
100,MAT7864,Plant3
100,MAT7865,Plant3
100,MAT7866,Plant3
100,MAT7867,Plant3
100,MAT7868,Plant3
100,MAT7869,Plant3
100,MAT7870,Plant3
100,MAT7871,Plant3
100,MAT7872,Plant3
100,MAT7873,Plant3
100,MAT7874,Plant3
100,MAT7875,Plant3
100,MAT7876,Plant3
100,MAT7877,Plant3
100,MAT7878,Plant3
100,MAT7879,Plant3
100,MAT7880,Plant3
100,MAT7881,Plant3
100,MAT7882,Plant3
100,MAT7883,Plant3
100,MAT7884,Plant3
100,MAT7885,Plant3
100,MAT7886,Plant3
100,MAT7887,Plant3
100,MAT7888,Plant3
100,MAT7889,Plant13
100,MAT7890,Plant13
100,MAT7891,Plant13
100,MAT7892,Plant1
100,MAT7893,Plant2
100,MAT7893,Plant6
100,MAT7894,Plant14
100,MAT7894,Plant2
100,MAT7895,Plant1
100,MAT7896,Plant1
100,MAT7897,Plant1
100,MAT7898,Plant1
100,MAT7899,Plant1
100,MAT7900,Plant1
100,MAT7901,Plant1
100,MAT7902,Plant1
100,MAT7903,Plant1
100,MAT7904,Plant1
100,MAT7905,Plant1
100,MAT7906,Plant1
100,MAT7907,Plant1
100,MAT7908,Plant1
100,MAT7909,Plant1
100,MAT7910,Plant1
100,MAT7911,Plant1
100,MAT7912,Plant1
100,MAT7913,Plant1
100,MAT7914,Plant1
100,MAT7915,Plant1
100,MAT7916,Plant1
100,MAT7917,Plant1
100,MAT7918,Plant1
100,MAT7919,Plant1
100,MAT7920,Plant1
100,MAT7921,Plant1
100,MAT7922,Plant1
100,MAT7923,Plant1
100,MAT7924,Plant1
100,MAT7925,Plant1
100,MAT7926,Plant1
100,MAT7927,Plant1
100,MAT7928,Plant1
100,MAT7929,Plant1
100,MAT7930,Plant1
100,MAT7931,Plant1
100,MAT7932,Plant1
100,MAT7933,Plant1
100,MAT7934,Plant1
100,MAT7935,Plant1
100,MAT7936,Plant1
100,MAT7937,Plant1
100,MAT7938,Plant1
100,MAT7939,Plant1
100,MAT7940,Plant1
100,MAT7941,Plant8
100,MAT7941,Plant1
100,MAT7942,Plant1
100,MAT7943,Plant1
100,MAT7944,Plant1
100,MAT7945,Plant1
100,MAT7946,Plant1
100,MAT7947,Plant1
100,MAT7948,Plant1
100,MAT7949,Plant1
100,MAT7950,Plant1
100,MAT7951,Plant1
100,MAT7952,Plant1
100,MAT7953,Plant1
100,MAT7954,Plant1
100,MAT7955,Plant1
100,MAT7956,Plant1
100,MAT7957,Plant1
100,MAT7958,Plant1
100,MAT7959,Plant13
100,MAT7959,Plant1
100,MAT7960,Plant1
100,MAT7961,Plant1
100,MAT7962,Plant1
100,MAT7963,Plant1
100,MAT7964,Plant1
100,MAT7965,Plant1
100,MAT7966,Plant1
100,MAT7967,Plant1
100,MAT7968,Plant1
100,MAT7969,Plant1
100,MAT7970,Plant1
100,MAT7971,Plant1
100,MAT7972,Plant1
100,MAT7973,Plant1
100,MAT7974,Plant1
100,MAT7975,Plant1
100,MAT7976,Plant1
100,MAT7977,Plant1
100,MAT7978,Plant1
100,MAT7979,Plant5
100,MAT7980,Plant5
100,MAT7981,Plant6
100,MAT7982,Plant6
100,MAT7983,Plant5
100,MAT7984,Plant5
100,MAT7985,Plant5
100,MAT7986,Plant5
100,MAT7987,Plant6
100,MAT7988,Plant5
100,MAT7989,Plant5
100,MAT7990,Plant5
100,MAT7990,Plant6
100,MAT7991,Plant6
100,MAT7992,Plant5
100,MAT7993,Plant5
100,MAT7994,Plant6
100,MAT7995,Plant5
100,MAT7996,Plant6
100,MAT7997,Plant5
100,MAT7998,Plant5
100,MAT7999,Plant5
100,MAT8000,Plant6
100,MAT8001,Plant5
100,MAT8002,Plant5
100,MAT8003,Plant6
100,MAT8004,Plant5
100,MAT8005,Plant5
100,MAT8006,Plant5
100,MAT8007,Plant5
100,MAT8008,Plant5
100,MAT8009,Plant5
100,MAT8010,Plant5
100,MAT8011,Plant6
100,MAT8012,Plant5
100,MAT8013,Plant5
100,MAT8014,Plant5
100,MAT8015,Plant5
100,MAT8016,Plant5
100,MAT8017,Plant5
100,MAT8018,Plant6
100,MAT8019,Plant6
100,MAT8020,Plant5
100,MAT8021,Plant5
100,MAT8022,Plant5
100,MAT8023,Plant5
100,MAT8024,Plant5
100,MAT8025,Plant5
100,MAT8026,Plant5
100,MAT8027,Plant5
100,MAT8028,Plant5
100,MAT8029,Plant5
100,MAT8030,Plant5
100,MAT8030,Plant6
100,MAT8031,Plant6
100,MAT8032,Plant6
100,MAT8033,Plant5
100,MAT8034,Plant5
100,MAT8035,Plant5
100,MAT8036,Plant6
100,MAT8037,Plant5
100,MAT8038,Plant5
100,MAT8039,Plant5
100,MAT8040,Plant5
100,MAT8041,Plant5
100,MAT8042,Plant5
100,MAT8043,Plant5
100,MAT8044,Plant5
100,MAT8045,Plant5
100,MAT8046,Plant6
100,MAT8047,Plant6
100,MAT8048,Plant6
100,MAT8049,Plant6
100,MAT8050,Plant6
100,MAT8051,Plant6
100,MAT8052,Plant6
100,MAT8053,Plant6
100,MAT8054,Plant6
100,MAT8055,Plant6
100,MAT8056,Plant6
100,MAT8057,Plant5
100,MAT8058,Plant5
100,MAT8059,Plant5
100,MAT8060,Plant5
100,MAT8061,Plant5
100,MAT8062,Plant5
100,MAT8063,Plant5
100,MAT8064,Plant5
100,MAT8065,Plant5
100,MAT8066,Plant5
100,MAT8067,Plant5
100,MAT8068,Plant5
100,MAT8069,Plant6
100,MAT8070,Plant6
100,MAT8071,Plant6
100,MAT8072,Plant6
100,MAT8073,Plant6
100,MAT8074,Plant6
100,MAT8075,Plant6
100,MAT8076,Plant6
100,MAT8077,Plant6
100,MAT8078,Plant6
100,MAT8079,Plant6
100,MAT8080,Plant6
100,MAT8081,Plant6
100,MAT8082,Plant6
100,MAT8083,Plant6
100,MAT8084,Plant6
100,MAT8085,Plant6
100,MAT8086,Plant6
100,MAT8087,Plant5
100,MAT8088,Plant5
100,MAT8088,Plant6
100,MAT8089,Plant5
100,MAT8089,Plant6
100,MAT8090,Plant5
100,MAT8090,Plant6
100,MAT3326,Plant5
100,MAT8091,Plant10
100,MAT8092,Plant10
100,MAT8093,Plant10
100,MAT8094,Plant10
100,MAT8095,Plant10
100,MAT8096,Plant10
100,MAT8097,Plant10
100,MAT8098,Plant10
100,MAT8099,Plant10
100,MAT8100,Plant10
100,MAT8101,Plant10
100,MAT8102,Plant10
100,MAT8103,Plant10
100,MAT8104,Plant10
100,MAT8105,Plant10
100,MAT8106,Plant10
100,MAT8107,Plant10
100,MAT8108,Plant10
100,MAT8109,Plant10
100,MAT8110,Plant10
100,MAT8111,Plant10
100,MAT8112,Plant10
100,MAT8113,Plant10
100,MAT8114,Plant10
100,MAT8115,Plant10
100,MAT8116,Plant10
100,MAT8117,Plant10
100,MAT8118,Plant10
100,MAT8119,Plant10
100,MAT8120,Plant10
100,MAT8121,Plant10
100,MAT8122,Plant10
100,MAT8123,Plant10
100,MAT8124,Plant10
100,MAT8125,Plant10
100,MAT8126,Plant10
100,MAT8127,Plant10
100,MAT8128,Plant10
100,MAT8129,Plant9
100,MAT8130,Plant10
100,MAT8131,Plant10
100,MAT8132,Plant10
100,MAT8133,Plant10
100,MAT8134,Plant10
100,MAT8135,Plant10
100,MAT8136,Plant10
100,MAT8137,Plant10
100,MAT8138,Plant10
100,MAT8139,Plant10
100,MAT8140,Plant10
100,MAT8141,Plant10
100,MAT8142,Plant10
100,MAT8143,Plant10
100,MAT8144,Plant10
100,MAT8145,Plant10
100,MAT8146,Plant10
100,MAT8147,Plant10
100,MAT8148,Plant10
100,MAT8149,Plant10
100,MAT8150,Plant10
100,MAT8151,Plant10
100,MAT8152,Plant10
100,MAT8153,Plant10
100,MAT8154,Plant10
100,MAT8155,Plant10
100,MAT8156,Plant9
100,MAT8157,Plant10
100,MAT8158,Plant10
100,MAT8159,Plant10
100,MAT8160,Plant10
100,MAT8161,Plant10
100,MAT8162,Plant10
100,MAT8163,Plant10
100,MAT8164,Plant10
100,MAT8165,Plant10
100,MAT8166,Plant10
100,MAT8167,Plant10
100,MAT8168,Plant10
100,MAT8169,Plant10
100,MAT8170,Plant10
100,MAT8171,Plant10
100,MAT8172,Plant10
100,MAT8173,Plant9
100,MAT8174,Plant10
100,MAT8175,Plant10
100,MAT8176,Plant10
100,MAT8177,Plant10
100,MAT8178,Plant10
100,MAT8179,Plant10
100,MAT8180,Plant9
100,MAT8181,Plant9
100,MAT8182,Plant13
100,MAT8183,Plant10
100,MAT8183,Plant9
100,MAT8184,Plant9
100,MAT8185,Plant9
100,MAT8186,Plant9
100,MAT8187,Plant9
100,MAT8188,Plant9
100,MAT8189,Plant9
100,MAT8190,Plant9
100,MAT8191,Plant10
100,MAT8192,Plant9
100,MAT8193,Plant10
100,MAT8194,Plant10
100,MAT8194,Plant9
100,MAT8195,Plant10
100,MAT8195,Plant9
100,MAT8196,Plant10
100,MAT8197,Plant10
100,MAT8198,Plant10
100,MAT8199,Plant10
100,MAT8200,Plant10
100,MAT8201,Plant10
100,MAT8202,Plant10
100,MAT8203,Plant10
100,MAT8204,Plant10
100,MAT8205,Plant10
100,MAT8206,Plant10
100,MAT8207,Plant10
100,MAT8208,Plant10
100,MAT8209,Plant10
100,MAT8210,Plant10
100,MAT8211,Plant10
100,MAT8212,Plant10
100,MAT8213,Plant10
100,MAT8214,Plant10
100,MAT8215,Plant10
100,MAT8216,Plant10
100,MAT8217,Plant10
100,MAT8218,Plant10
100,MAT8219,Plant10
100,MAT8220,Plant10
100,MAT8221,Plant10
100,MAT8222,Plant10
100,MAT8223,Plant10
100,MAT8224,Plant10
100,MAT8225,Plant10
100,MAT8226,Plant10
100,MAT8227,Plant9
100,MAT8228,Plant9
100,MAT8229,Plant9
100,MAT8230,Plant9
100,MAT8231,Plant9
100,MAT8232,Plant9
100,MAT8233,Plant9
100,MAT8234,Plant9
100,MAT8235,Plant9
100,MAT8236,Plant9
100,MAT8237,Plant13
100,MAT8238,Plant13
100,MAT8239,Plant13
100,MAT8240,Plant13
100,MAT8241,Plant13
100,MAT8242,Plant13
100,MAT8243,Plant13
100,MAT8244,Plant13
100,MAT8245,Plant13
100,MAT8245,Plant8
100,MAT8246,Plant6
100,MAT8247,Plant6
100,MAT8248,Plant6
100,MAT8249,Plant6
100,MAT8250,Plant6
100,MAT8251,Plant5
100,MAT8252,Plant5
100,MAT8253,Plant5
100,MAT8254,Plant5
100,MAT8255,Plant13
100,MAT8256,Plant13
100,MAT8257,Plant13
100,MAT8258,Plant13
100,MAT8259,Plant13
100,MAT8260,Plant9
100,MAT8261,Plant5
100,MAT8262,Plant5
100,MAT8263,Plant5
100,MAT8264,Plant5
100,MAT8265,Plant9
100,MAT8266,Plant10
100,MAT8267,Plant10
100,MAT8268,Plant10
100,MAT8269,Plant10
100,MAT8270,Plant9
100,MAT8271,Plant9
100,MAT8272,Plant10
100,MAT8273,Plant10
100,MAT8273,Plant9
100,MAT8274,Plant1
100,MAT8275,Plant1
100,MAT8276,Plant1
100,MAT8277,Plant10
100,MAT8278,Plant5
100,MAT8279,Plant5
100,MAT8280,Plant9
100,MAT8281,Plant9
100,MAT8282,Plant5
100,MAT8283,Plant5
100,MAT8284,Plant5
100,MAT8285,Plant5
100,MAT8286,Plant5
100,MAT8287,Plant5
100,MAT8288,Plant10
100,MAT8289,Plant8
100,MAT8290,Plant10
100,MAT8291,Plant10
100,MAT8292,Plant9
100,MAT8293,Plant5
100,MAT8294,Plant10
100,MAT8295,Plant5
100,MAT8296,Plant5
100,MAT8297,Plant10
100,MAT8298,Plant1
100,MAT8299,Plant7
100,MAT8300,Plant20
100,MAT8301,Plant20
100,MAT8302,Plant20
100,MAT8303,Plant20
100,MAT8304,Plant20
100,MAT8305,Plant4
100,MAT8306,Plant20
100,MAT8307,Plant10
100,MAT8308,Plant10
100,MAT8309,Plant20
100,MAT8310,Plant20
100,MAT8311,Plant20
100,MAT8312,Plant20
100,MAT8313,Plant20
100,MAT8314,Plant20
100,MAT8315,Plant20
100,MAT8316,Plant20
100,MAT8317,Plant20
100,MAT8318,Plant20
100,MAT8319,Plant20
100,MAT8320,Plant20
100,MAT8321,Plant20
100,MAT8322,Plant20
100,MAT8323,Plant20
100,MAT8324,Plant20
100,MAT8325,Plant20
100,MAT8326,Plant20
100,MAT8327,Plant20
100,MAT8328,Plant20
100,MAT8329,Plant20
100,MAT8330,Plant20
100,MAT8331,Plant20
100,MAT8332,Plant20
100,MAT8333,Plant20
100,MAT8334,Plant20
100,MAT8335,Plant20
100,MAT8336,Plant20
100,MAT8337,Plant20
100,MAT8338,Plant20
100,MAT8339,Plant20
100,MAT8340,Plant20
100,MAT8341,Plant20
100,MAT8342,Plant20
100,MAT8343,Plant20
100,MAT8344,Plant20
100,MAT8345,Plant20
100,MAT8346,Plant20
100,MAT8347,Plant20
100,MAT8348,Plant20
100,MAT8349,Plant20
100,MAT8350,Plant20
100,MAT8351,Plant20
100,MAT8352,Plant20
100,MAT8353,Plant20
100,MAT8354,Plant20
100,MAT8355,Plant20
100,MAT8356,Plant20
100,MAT8357,Plant20
100,MAT8358,Plant20
100,MAT8359,Plant20
100,MAT8360,Plant20
100,MAT8361,Plant20
100,MAT8362,Plant20
100,MAT8363,Plant20
100,MAT8364,Plant20
100,MAT8365,Plant20
100,MAT8366,Plant20
100,MAT8367,Plant20
100,MAT8368,Plant20
100,MAT8369,Plant20
100,MAT8370,Plant20
100,MAT8371,Plant20
100,MAT8372,Plant20
100,MAT8373,Plant20
100,MAT8374,Plant20
100,MAT8375,Plant20
100,MAT8376,Plant20
100,MAT8377,Plant8
100,MAT8378,Plant8
100,MAT8379,Plant8
100,MAT8380,Plant20
100,MAT8381,Plant20
100,MAT8382,Plant20
100,MAT8383,Plant20
100,MAT8384,Plant20
100,MAT8385,Plant20
100,MAT8386,Plant20
100,MAT8387,Plant20
100,MAT8388,Plant20
100,MAT8389,Plant20
100,MAT8390,Plant20
100,MAT8391,Plant20
100,MAT8392,Plant20
100,MAT8393,Plant20
100,MAT8394,Plant20
100,MAT8395,Plant20
100,MAT8396,Plant20
100,MAT8397,Plant20
100,MAT8398,Plant20
100,MAT8399,Plant20
100,MAT8400,Plant20
100,MAT8401,Plant20
100,MAT8402,Plant20
100,MAT8403,Plant20
100,MAT8404,Plant20
100,MAT8405,Plant20
100,MAT8406,Plant20
100,MAT8407,Plant20
100,MAT8408,Plant20
100,MAT8409,Plant20
100,MAT8410,Plant20
100,MAT8411,Plant20
100,MAT8412,Plant20
