Previous delivery date,Committed Date,Purchasing Document Number,Item Number of Purchasing Document,Item Delivery Date,Delivery Schedule Line Counter,Loading Date,Client,Material Staging/Availability Date,Statistics-Relevant Delivery Date
,,4000019987,6,2022-05-25,1,,100,,2022-03-14
,,4000019987,7,2022-05-25,1,,100,,2022-03-14
,,4000019987,8,2022-05-25,1,,100,,2022-03-14
,,4000019987,9,2022-05-25,1,,100,,2022-03-14
,,4000019987,10,2022-05-25,1,,100,,2022-03-14
,,4000019987,11,2022-05-25,1,,100,,2022-03-14
,,4000019987,12,2022-05-25,1,,100,,2022-03-14
,,4000019987,13,2022-05-25,1,,100,,2022-03-14
,,4000019987,14,2022-05-25,1,,100,,2022-03-14
,,4000019987,15,2022-05-25,1,,100,,2022-03-14
,,4000019987,16,2022-05-25,1,,100,,2022-03-14
,,4000019987,17,2022-05-25,1,,100,,2022-03-14
,,4000019987,18,2022-05-25,1,,100,,2022-03-14
,,4000019987,19,2022-05-25,1,,100,,2022-03-14
,,4000019987,20,2022-05-25,1,,100,,2022-03-14
,,4000019987,21,2022-05-25,1,,100,,2022-03-14
,,4000019987,22,2022-05-25,1,,100,,2022-03-14
,,4000019987,23,2022-05-25,1,,100,,2022-03-14
,,4000019987,24,2022-05-25,1,,100,,2022-03-14
,,4000019987,25,2022-05-25,1,,100,,2022-03-14
,,4000019987,26,2022-05-25,1,,100,,2022-03-14
,,4000019987,27,2022-05-25,1,,100,,2022-03-14
,,4000019987,28,2022-05-25,1,,100,,2022-03-14
,,4000019987,29,2022-05-25,1,,100,,2022-03-14
,,4000019987,30,2022-05-25,1,,100,,2022-03-14
,,4000019987,31,2022-05-25,1,,100,,2022-03-14
,,4000019987,32,2022-05-25,1,,100,,2022-03-14
,,4000019987,33,2022-05-25,1,,100,,2022-03-14
,,4000019987,34,2022-05-25,1,,100,,2022-03-14
,,4000019987,35,2022-05-25,1,,100,,2022-03-14
,,4000019987,36,2022-05-25,1,,100,,2022-03-14
,,4000019988,1,2022-03-15,1,,100,,2022-03-15
,,4000019989,1,2022-03-18,1,,100,,2022-03-18
,,4000019989,2,2022-03-18,1,,100,,2022-03-18
,,4000019989,3,2022-03-18,1,,100,,2022-03-18
,,4000019989,4,2022-03-18,1,,100,,2022-03-18
,,4000019990,1,2022-03-25,1,,100,,2022-03-25
,,4000019991,1,2022-03-22,1,,100,,2022-03-22
,,4000019992,1,2022-03-21,1,,100,,2022-03-21
,,4000019992,2,2022-03-21,1,,100,,2022-03-21
,,4000019992,3,2022-04-12,1,,100,,2022-04-12
,,4000019992,4,2022-03-21,1,,100,,2022-03-21
,,4000019993,1,2022-03-22,1,,100,,2022-03-22
,,4000019994,1,2022-03-15,1,,100,,2022-03-15
,,4000019994,2,2022-03-15,1,,100,,2022-03-15
,,4000019995,1,2022-03-15,1,,100,,2022-03-15
,,4000019995,2,2022-03-15,1,,100,,2022-03-15
,,4000019995,3,2022-03-15,1,,100,,2022-03-15
,,4000019995,4,2022-03-15,1,,100,,2022-03-15
,,4000019995,5,2022-03-15,1,,100,,2022-03-15
,,4000019995,6,2022-03-15,1,,100,,2022-03-15
,,4000019995,7,2022-03-15,1,,100,,2022-03-15
,,4000019995,8,2022-03-15,1,,100,,2022-03-15
,,4000019995,9,2022-03-15,1,,100,,2022-03-15
,,4000019995,10,2022-03-15,1,,100,,2022-03-15
,,4000019995,11,2022-03-15,1,,100,,2022-03-15
,,4000019995,12,2022-03-15,1,,100,,2022-03-15
,,4000019995,13,2022-03-15,1,,100,,2022-03-15
,,4000019996,1,2022-04-30,1,,100,,2022-04-30
,,4000019997,1,2022-03-25,1,,100,,2022-03-25
,,4000019997,2,2022-03-25,1,,100,,2022-03-25
,,4000019998,1,2022-03-25,1,,100,,2022-03-25
,,4000019998,2,2022-03-25,1,,100,,2022-03-25
,,4000019999,1,2022-03-25,1,,100,,2022-03-25
,,4000019999,2,2022-04-15,1,,100,,2022-04-15
,,4000020000,1,2022-03-03,1,,100,,2022-03-03
,,4000020000,2,2022-03-03,1,,100,,2022-03-03
,,4000020001,1,2022-03-25,1,,100,,2022-03-25
,,4000020001,2,2022-03-25,1,,100,,2022-03-25
,,4000020002,1,2022-03-22,1,,100,,2022-03-22
,,4000020002,2,2022-03-22,1,,100,,2022-03-22
,,4000020003,1,2022-03-25,1,,100,,2022-03-25
,,4000020004,1,2022-03-22,1,,100,,2022-03-22
,,4000020004,2,2022-03-22,1,,100,,2022-03-22
,,4000020005,1,2022-03-15,1,,100,,2022-03-15
,,4000020006,1,2022-03-15,1,,100,,2022-03-15
,,4000020006,2,2022-03-15,1,,100,,2022-03-15
,,4000020006,3,2022-03-15,1,,100,,2022-03-15
,,4000020006,4,2022-03-15,1,,100,,2022-03-15
,,4000020006,5,2022-03-15,1,,100,,2022-03-15
,,4000020006,6,2022-03-15,1,,100,,2022-03-15
,,4000020006,7,2022-03-15,1,,100,,2022-03-15
,,4000020006,8,2022-03-15,1,,100,,2022-03-15
,,4000020006,9,2022-03-15,1,,100,,2022-03-15
,,4000020006,10,2022-03-15,1,,100,,2022-03-15
,,4000020006,11,2022-03-15,1,,100,,2022-03-15
,,4000020006,12,2022-03-15,1,,100,,2022-03-15
,,4000020006,13,2022-03-15,1,,100,,2022-03-15
,,4000020006,14,2022-03-15,1,,100,,2022-03-15
,,4000020006,15,2022-03-15,1,,100,,2022-03-15
,,4000020006,16,2022-03-15,1,,100,,2022-03-15
,,4000020006,17,2022-03-15,1,,100,,2022-03-15
,,4000020006,18,2022-03-15,1,,100,,2022-03-15
,,4000020006,19,2022-03-15,1,,100,,2022-03-15
,,4000020006,20,2022-03-15,1,,100,,2022-03-15
,,4000020006,21,2022-03-15,1,,100,,2022-03-15
,,4000020006,22,2022-03-15,1,,100,,2022-03-15
,,4000020006,23,2022-03-15,1,,100,,2022-03-15
,,4000020007,1,2022-03-22,1,,100,,2022-03-22
,,4000020008,1,2022-03-31,1,,100,,2022-03-31
,,4000020009,1,2022-03-18,1,,100,,2022-03-18
,,4000020010,1,2022-03-22,1,,100,,2022-03-22
,,4000020011,1,2022-04-11,1,,100,,2022-04-11
,,4000020012,1,2022-03-21,1,,100,,2022-03-21
,,4000020013,1,2022-03-17,1,,100,,2022-03-17
,,4000020014,1,2022-03-22,1,,100,,2022-03-22
,,4000020014,2,2022-03-22,1,,100,,2022-03-22
,,4000020014,3,2022-03-22,1,,100,,2022-03-22
,,4000020015,1,2022-03-22,1,,100,,2022-03-22
,,4000020016,1,2021-12-02,1,,100,,2021-12-02
,,4000020016,2,2021-12-02,1,,100,,2021-12-02
,,4000020017,1,2022-03-17,1,,100,,2022-03-17
,,4000020017,2,2022-03-17,1,,100,,2022-03-17
,,4000020018,1,2022-02-05,1,,100,,2022-02-05
,,4000020019,1,2022-03-15,1,,100,,2022-03-15
,,4000020020,1,2022-03-15,1,,100,,2022-03-15
,,4000020021,1,2022-03-16,1,,100,,2022-03-16
,,4000020022,1,2022-03-22,1,,100,,2022-03-22
,,4000020022,2,2022-03-22,1,,100,,2022-03-22
,,4000020023,1,2022-04-01,1,,100,,2022-04-01
,,4000020024,1,2022-03-15,1,,100,,2022-03-15
,,4000020025,1,2022-03-22,1,,100,,2022-03-22
,,4000020026,1,2022-03-14,1,,100,,2022-03-14
,,4000020027,1,2022-03-25,1,,100,,2022-03-25
,,4000020027,2,2022-03-16,1,,100,,2022-03-16
,,4000020027,3,2022-03-17,1,,100,,2022-03-17
,,4000020028,1,2022-03-15,1,,100,,2022-03-15
,,4000020028,2,2022-03-15,1,,100,,2022-03-15
,,4000020028,3,2022-03-15,1,,100,,2022-03-15
,,4000020029,1,2022-04-03,1,,100,,2022-04-03
,,4000020030,1,2022-03-17,1,,100,,2022-03-17
,,4000020030,2,2022-03-17,1,,100,,2022-03-17
,,4000020031,1,2022-03-16,1,,100,,2022-03-16
,,4000020032,1,2022-03-16,1,,100,,2022-03-16
,,4000020033,1,2022-03-15,1,,100,,2022-03-15
,,4000020033,2,2022-03-15,1,,100,,2022-03-15
,,4000020033,3,2022-03-15,1,,100,,2022-03-15
,,4000020033,4,2022-03-15,1,,100,,2022-03-15
,,4000020033,5,2022-03-15,1,,100,,2022-03-15
,,4000020033,6,2022-03-15,1,,100,,2022-03-15
,,4000020033,7,2022-03-15,1,,100,,2022-03-15
,,4000020033,8,2022-03-15,1,,100,,2022-03-15
,,4000020033,9,2022-03-15,1,,100,,2022-03-15
,,4000020033,10,2022-03-15,1,,100,,2022-03-15
,,4000020033,11,2022-03-15,1,,100,,2022-03-15
,,4000020033,12,2022-03-15,1,,100,,2022-03-15
,,4000020033,13,2022-03-15,1,,100,,2022-03-15
,,4000020033,14,2022-03-15,1,,100,,2022-03-15
,,4000020034,1,2022-03-15,1,,100,,2022-03-15
,,4000020034,2,2022-03-15,1,,100,,2022-03-15
,,4000020035,1,2022-03-18,1,,100,,2022-03-18
,,4000020036,1,2022-03-17,1,,100,,2022-03-17
,,4000020037,1,2022-03-16,1,,100,,2022-03-16
,,4000020038,1,2022-03-16,1,,100,,2022-03-16
,,4000020039,1,2022-03-17,1,,100,,2022-03-17
,,4000020039,2,2022-03-17,1,,100,,2022-03-17
,,4000020039,3,2022-03-17,1,,100,,2022-03-17
,,4000020039,4,2022-03-17,1,,100,,2022-03-17
,,4000020040,1,2022-04-11,1,,100,,2022-04-11
,,4000020041,1,2022-03-14,1,,100,,2022-03-14
,,4000020042,1,2022-03-16,1,,100,,2022-03-16
,,4000020043,1,2022-03-25,1,,100,,2022-03-25
,,4000020043,2,2022-03-25,1,,100,,2022-03-25
,,4000020044,1,2022-03-22,1,,100,,2022-03-22
,,4000020045,1,2022-03-17,1,,100,,2022-03-17
,,4000020045,2,2022-03-17,1,,100,,2022-03-17
,,4000020045,3,2022-03-28,1,,100,,2022-03-28
,,4000020046,1,2022-03-17,1,,100,,2022-03-17
,,4000020046,2,2022-03-17,1,,100,,2022-03-17
,,4000020046,3,2022-03-17,1,,100,,2022-03-17
,,4000020046,4,2022-03-17,1,,100,,2022-03-17
,,4000020046,5,2022-03-17,1,,100,,2022-03-17
,,4000020046,6,2022-03-17,1,,100,,2022-03-17
,,4000020046,7,2022-03-17,1,,100,,2022-03-17
,,4000020046,8,2022-03-17,1,,100,,2022-03-17
,,4000020046,9,2022-03-17,1,,100,,2022-03-17
,,4000020046,10,2022-03-17,1,,100,,2022-03-17
,,4000020046,11,2022-03-17,1,,100,,2022-03-17
,,4000020046,12,2022-03-17,1,,100,,2022-03-17
,,4000020047,1,2022-03-17,1,,100,,2022-03-17
,,4000020047,2,2022-03-17,1,,100,,2022-03-17
,,4000020047,3,2022-03-17,1,,100,,2022-03-17
,,4000020047,4,2022-03-17,1,,100,,2022-03-17
,,4000020048,1,2022-03-23,1,,100,,2022-03-23
,,4000020049,1,2022-03-24,1,,100,,2022-03-24
,,4000020049,2,2022-03-24,1,,100,,2022-03-24
,,4000020050,1,2022-06-07,1,,100,,2022-06-07
,,4000020050,2,2022-06-07,1,,100,,2022-06-07
,,4000020050,3,2022-06-07,1,,100,,2022-06-07
,,4000020051,1,2022-03-16,1,,100,,2022-03-16
,,4000020052,1,2022-03-16,1,,100,,2022-03-16
,,4000020053,1,2022-03-16,1,,100,,2022-03-16
,,4000020054,1,2022-03-07,1,,100,,2022-03-07
,,4000020054,2,2022-03-07,1,,100,,2022-03-07
,,4000020055,1,2022-03-22,1,,100,,2022-03-22
,,4000020056,1,2022-03-21,1,,100,,2022-03-21
,,4000020057,1,2022-03-17,1,,100,,2022-03-17
,,4000020058,1,2022-03-15,1,,100,,2022-03-15
,,4000020059,1,2022-03-16,1,,100,,2022-03-16
,,4000020060,1,2022-04-15,1,,100,,2022-04-15
,,4000020061,1,2022-03-23,1,,100,,2022-03-23
,,4000020062,1,2022-03-17,1,,100,,2022-03-17
,,4000020063,1,2022-03-15,1,,100,,2022-03-15
,,4000020064,1,2022-03-16,1,,100,,2022-03-16
,,4000020065,1,2022-03-18,1,,100,,2022-03-18
,,4000020065,2,2022-04-05,1,,100,,2022-04-05
,,4000020065,3,2022-03-18,1,,100,,2022-03-18
,,4000020065,4,2022-03-18,1,,100,,2022-03-18
,,4000020065,5,2022-03-18,1,,100,,2022-03-18
,,4000020066,1,2022-03-18,1,,100,,2022-03-18
,,4000020066,2,2022-03-18,1,,100,,2022-03-18
,,4000020066,3,2022-03-18,1,,100,,2022-03-18
,,4000020066,4,2022-03-30,1,,100,,2022-03-30
,,4000020066,5,2022-03-18,1,,100,,2022-03-18
,,4000020066,6,2022-03-18,1,,100,,2022-03-18
,,4000020067,1,2022-03-16,1,,100,,2022-03-16
,,4000020067,2,2022-03-16,1,,100,,2022-03-16
,,4000020068,1,2022-02-22,1,,100,,2022-02-22
,,4000020069,1,2022-03-14,1,,100,,2022-03-14
,,4000020069,2,2022-03-14,1,,100,,2022-03-14
,,4000020069,3,2022-03-14,1,,100,,2022-03-14
,,4000020069,4,2022-03-14,1,,100,,2022-03-14
,,4000020069,5,2022-03-14,1,,100,,2022-03-14
,,4000020069,6,2022-03-14,1,,100,,2022-03-14
,,4000020069,7,2022-03-14,1,,100,,2022-03-14
,,4000020069,8,2022-03-14,1,,100,,2022-03-14
,,4000020069,9,2022-03-14,1,,100,,2022-03-14
,,4000020069,10,2022-03-14,1,,100,,2022-03-14
,,4000020069,11,2022-03-14,1,,100,,2022-03-14
,,4000020069,12,2022-03-14,1,,100,,2022-03-14
,,4000020069,13,2022-03-14,1,,100,,2022-03-14
,,4000020070,1,2022-04-01,1,,100,,2022-04-01
,,4000020071,1,2022-03-16,1,,100,,2022-03-16
,,4000020071,2,2022-03-16,1,,100,,2022-03-16
,,4000020071,3,2022-03-16,1,,100,,2022-03-16
,,4000020071,4,2022-03-16,1,,100,,2022-03-16
,,4000020072,1,2022-03-16,1,,100,,2022-03-16
,,4000020073,1,2022-05-31,1,,100,,2022-05-31
,,4000020073,2,2022-05-31,1,,100,,2022-05-31
,,4000020074,1,2022-03-16,1,,100,,2022-03-16
,,4000020075,1,2022-03-25,1,,100,,2022-03-25
,,4000020075,2,2022-03-25,1,,100,,2022-03-25
,,4000020075,3,2022-03-25,1,,100,,2022-03-25
,,4000020076,1,2022-03-18,1,,100,,2022-03-18
,,4000020077,1,2022-03-25,1,,100,,2022-03-25
,,4000020078,1,2022-03-14,1,,100,,2022-03-14
,,4000020079,1,2022-04-14,1,,100,,2022-04-14
,,4000020080,1,2022-03-16,1,,100,,2022-03-16
,,4000020080,2,2022-03-16,1,,100,,2022-03-16
,,4000020080,3,2022-03-16,1,,100,,2022-03-16
,,4000020080,4,2022-03-16,1,,100,,2022-03-16
,,4000020080,5,2022-03-16,1,,100,,2022-03-16
,,4000020080,6,2022-05-30,1,,100,,2022-03-16
,,4000020081,1,2021-11-19,1,,100,,2021-11-19
,,4000020082,1,2022-01-18,1,,100,,2022-01-18
,,4000020083,1,2021-12-15,1,,100,,2021-12-15
,,4000020083,2,2021-12-15,1,,100,,2021-12-15
,,4000020084,1,2022-01-22,1,,100,,2022-01-22
,,4000020084,2,2022-01-22,1,,100,,2022-01-22
,,4000020085,1,2022-03-31,1,,100,,2022-03-31
,,4000020086,1,2022-03-21,1,,100,,2022-03-21
,,4000020087,1,2022-04-16,1,,100,,2022-04-16
,,4000020087,2,2022-03-16,1,,100,,2022-03-16
,,4000020087,3,2022-03-16,1,,100,,2022-03-16
,,4000020088,1,2022-03-24,1,,100,,2022-03-24
,,4000020089,1,2022-03-16,1,,100,,2022-03-16
,,4000020089,2,2022-03-17,1,,100,,2022-03-17
,,4000020090,1,2022-04-26,1,,100,,2022-02-08
,,4000020090,2,2022-04-26,1,,100,,2022-02-08
,,4000020090,3,2022-04-26,1,,100,,2022-02-08
,,4000020091,1,2022-03-16,1,,100,,2022-03-16
,,4000020092,1,2022-03-16,1,,100,,2022-03-16
,,4000020093,1,2022-03-28,1,,100,,2022-03-28
,,4000020093,2,2022-03-17,1,,100,,2022-03-17
,,4000020093,3,2022-03-17,1,,100,,2022-03-17
,,4000020094,1,2022-04-06,1,,100,,2022-04-06
,,4000020095,1,2022-03-23,1,,100,,2022-03-23
,,4000020095,2,2022-03-23,1,,100,,2022-03-23
,,4000020096,1,2022-03-16,1,,100,,2022-03-16
,,4000020096,2,2022-03-16,1,,100,,2022-03-16
,,4000020097,1,2022-03-23,1,,100,,2022-03-23
,,4000020098,1,2022-03-28,1,,100,,2022-03-28
,,4000020098,2,2022-03-28,1,,100,,2022-03-28
,,4000020099,1,2022-03-14,1,,100,,2022-03-14
,,4000020099,2,2022-03-14,1,,100,,2022-03-14
,,4000020100,1,2022-03-23,1,,100,,2022-03-23
,,4000020100,2,2022-03-16,1,,100,,2022-03-16
,,4000020101,1,2022-03-25,1,,100,,2022-03-25
,,4000020102,1,2022-03-18,1,,100,,2022-03-18
,,4000020102,2,2022-03-18,1,,100,,2022-03-18
,,4000020102,3,2022-03-18,1,,100,,2022-03-18
,,4000020103,1,2022-03-16,1,,100,,2022-03-16
,,4000020104,1,2022-03-31,1,,100,,2022-03-31
,,4000020104,2,2022-03-31,1,,100,,2022-03-31
,,4000020104,3,2022-03-31,1,,100,,2022-03-31
,,4000020105,1,2022-03-31,1,,100,,2022-03-31
,,4000020106,1,2022-03-30,1,,100,,2022-03-30
,,4000020106,2,2022-03-30,1,,100,,2022-03-30
,,4000020106,3,2022-04-05,1,,100,,2022-04-05
,,4000020106,4,2022-04-05,1,,100,,2022-04-05
,,4000020107,1,2022-03-22,1,,100,,2022-03-22
,,4000020107,2,2022-03-23,1,,100,,2022-03-23
,,4000038183,1,2022-03-24,1,,100,,2022-03-24
,,4000038183,2,2022-03-24,1,,100,,2022-03-24
,,4000038183,3,2022-03-24,1,,100,,2022-03-24
,,4000038183,4,2022-03-24,1,,100,,2022-03-24
,,4000038183,5,2022-03-24,1,,100,,2022-03-24
,,4000038184,1,2022-03-22,1,,100,,2022-03-22
,,4000038185,1,2022-03-15,1,,100,,2022-03-15
,,4000038185,2,2022-03-15,1,,100,,2022-03-15
,,4000038185,3,2022-03-15,1,,100,,2022-03-15
,,4000038185,4,2022-03-15,1,,100,,2022-03-15
,,4000038185,5,2022-03-15,1,,100,,2022-03-15
,,4000038185,6,2022-03-15,1,,100,,2022-03-15
,,4000038185,7,2022-03-15,1,,100,,2022-03-15
,,4000038185,8,2022-03-15,1,,100,,2022-03-15
,,4000038185,9,2022-03-15,1,,100,,2022-03-15
,,4000038185,10,2022-03-15,1,,100,,2022-03-15
,,4000038185,11,2022-03-15,1,,100,,2022-03-15
,,4000038186,1,2022-03-17,1,,100,,2022-03-17
,,4000038187,1,2022-03-21,1,,100,,2022-03-21
,,4000038187,2,2022-03-21,1,,100,,2022-03-21
,,4000038187,3,2022-03-21,1,,100,,2022-03-21
,,4000038187,4,2022-03-21,1,,100,,2022-03-21
,,4000038187,5,2022-03-21,1,,100,,2022-03-21
,,4000038187,6,2022-03-21,1,,100,,2022-03-21
,,4000038187,7,2022-03-21,1,,100,,2022-03-21
,,4000038187,8,2022-03-21,1,,100,,2022-03-21
,,4000038187,9,2022-03-21,1,,100,,2022-03-21
,,4000038187,10,2022-03-21,1,,100,,2022-03-21
,,4000038188,1,2022-03-17,1,,100,,2022-03-17
,,4000038188,2,2022-03-17,1,,100,,2022-03-17
,,4000038188,3,2022-03-17,1,,100,,2022-03-17
,,4000038188,4,2022-03-17,1,,100,,2022-03-17
,,4000038189,1,2022-03-17,1,,100,,2022-03-17
,,4000038189,2,2022-03-17,1,,100,,2022-03-17
,,4000038190,1,2022-03-18,1,,100,,2022-03-18
,,4000038191,1,2022-04-14,1,,100,,2022-04-14
,,4000038192,1,2022-03-27,1,,100,,2022-03-27
,,4000038193,1,2022-03-28,1,,100,,2022-03-28
,,4000038194,1,2022-03-18,1,,100,,2022-03-18
,,4000038195,1,2022-03-21,1,,100,,2022-03-21
,,4000038196,1,2022-03-17,1,,100,,2022-03-17
,,4000038196,2,2022-03-17,1,,100,,2022-03-17
,,4000038197,1,2022-05-30,1,,100,,2022-05-30
,,4000038198,1,2022-03-17,1,,100,,2022-03-17
,,4000038199,1,2022-03-17,1,,100,,2022-03-17
,,4000038200,1,2022-03-17,1,,100,,2022-03-17
,,4000038201,1,2022-03-18,1,,100,,2022-03-18
,,4000038202,1,2022-03-31,1,,100,,2022-03-31
,,4000038203,1,2022-03-17,1,,100,,2022-03-17
,,4000038203,2,2022-03-17,1,,100,,2022-03-17
,,4000038203,3,2022-04-01,1,,100,,2022-04-01
,,4000038204,1,2022-03-17,1,,100,,2022-03-17
,,4000038204,2,2022-03-17,1,,100,,2022-03-17
,,4000038204,3,2022-03-17,1,,100,,2022-03-17
,,4000038205,1,2022-03-18,1,,100,,2022-03-18
,,4000038205,2,2022-03-18,1,,100,,2022-03-18
,,4000038205,3,2022-03-18,1,,100,,2022-03-18
,,4000038205,4,2022-03-18,1,,100,,2022-03-18
,,4000038206,1,2022-03-21,1,,100,,2022-03-21
,,4000038206,2,2022-03-21,1,,100,,2022-03-21
,,4000038206,3,2022-03-21,1,,100,,2022-03-21
,,4000038206,4,2022-03-21,1,,100,,2022-03-21
,,4000038206,5,2022-03-21,1,,100,,2022-03-21
,,4000038206,6,2022-03-21,1,,100,,2022-03-21
,,4000038206,7,2022-03-21,1,,100,,2022-03-21
,,4000038206,8,2022-03-21,1,,100,,2022-03-21
,,4000038206,9,2022-03-21,1,,100,,2022-03-21
,,4000038206,10,2022-03-21,1,,100,,2022-03-21
,,4000038206,11,2022-03-21,1,,100,,2022-03-21
,,4000038206,12,2022-03-21,1,,100,,2022-03-21
,,4000038207,1,2022-04-15,1,,100,,2022-04-15
,,4000038208,1,2022-03-16,1,,100,,2022-03-16
,,4000038209,1,2022-03-24,1,,100,,2022-03-24
,,4000038210,1,2022-03-24,1,,100,,2022-03-24
,,4000038211,1,2022-03-18,1,,100,,2022-03-18
,,4000038211,2,2022-03-18,1,,100,,2022-03-18
,,4000038211,3,2022-03-18,1,,100,,2022-03-18
,,4000038211,4,2022-03-18,1,,100,,2022-03-18
,,4000038211,5,2022-03-18,1,,100,,2022-03-18
,,4000038212,1,2022-05-03,1,,100,,2022-05-03
,,4000038213,1,2022-03-15,1,,100,,2022-03-15
,,4000038213,2,2022-03-15,1,,100,,2022-03-15
,,4000038213,3,2022-03-15,1,,100,,2022-03-15
,,4000038213,4,2022-03-15,1,,100,,2022-03-15
,,4000038213,5,2022-03-15,1,,100,,2022-03-15
,,4000038214,1,2022-03-15,1,,100,,2022-03-15
,,4000038214,2,2022-03-15,1,,100,,2022-03-15
,,4000038214,3,2022-03-15,1,,100,,2022-03-15
,,4000038215,1,2022-03-15,1,,100,,2022-03-15
,,4000038215,2,2022-03-15,1,,100,,2022-03-15
,,4000038215,3,2022-03-15,1,,100,,2022-03-15
,,4000038215,4,2022-03-15,1,,100,,2022-03-15
,,4000038215,5,2022-03-15,1,,100,,2022-03-15
,,4000038215,6,2022-03-15,1,,100,,2022-03-15
,,4000038215,7,2022-03-15,1,,100,,2022-03-15
,,4000038215,8,2022-03-15,1,,100,,2022-03-15
,,4000038215,9,2022-03-15,1,,100,,2022-03-15
,,4000038215,10,2022-03-15,1,,100,,2022-03-15
,,4000038216,1,2022-05-24,1,,100,,2022-05-24
,,4000038216,2,2022-05-24,1,,100,,2022-05-24
,,4000038217,1,2022-03-24,1,,100,,2022-03-24
,,4000038217,2,2022-03-25,1,,100,,2022-03-25
,,4000038218,1,2022-03-24,1,,100,,2022-03-24
,,4000038218,2,2022-03-24,1,,100,,2022-03-24
,,4000038219,1,2022-03-17,1,,100,,2022-03-17
,,4000038220,1,2022-03-16,1,,100,,2022-03-16
,,4000038221,1,2022-03-24,1,,100,,2022-03-24
,,4000038221,2,2022-03-24,1,,100,,2022-03-24
,,4000038221,3,2022-03-24,1,,100,,2022-03-24
,,4000038221,4,2022-03-24,1,,100,,2022-03-24
,,4000038222,1,2022-03-24,1,,100,,2022-03-24
,,4000038223,1,2022-03-16,1,,100,,2022-03-16
,,4000038223,2,2022-03-16,1,,100,,2022-03-16
,,4000038224,1,2022-12-31,1,,100,,2022-12-31
,,4000038225,1,2021-11-07,1,,100,,2021-11-07
,,4000038226,1,2022-03-10,1,,100,,2022-03-10
,,4000038226,2,2022-03-10,1,,100,,2022-03-10
,,4000038226,3,2022-03-10,1,,100,,2022-03-10
,,4000038226,4,2022-03-10,1,,100,,2022-03-10
,,4000038227,1,2021-11-05,1,,100,,2021-11-05
,,4000038228,1,2022-03-08,1,,100,,2022-03-08
,,4000038228,2,2022-03-08,1,,100,,2022-03-08
,,4000038229,1,2022-06-10,1,,100,,2021-12-08
,,4000038230,1,2022-03-08,1,,100,,2022-03-08
,,4000038231,1,2022-03-18,1,,100,,2022-03-18
,,4000038231,2,2022-03-18,1,,100,,2022-03-18
,,4000038232,1,2022-03-18,1,,100,,2022-03-18
,,4000038232,2,2022-03-18,1,,100,,2022-03-18
,,4000038233,1,2022-03-18,1,,100,,2022-03-18
,,4000038233,2,2022-03-28,1,,100,,2022-03-28
,,4000038233,3,2022-03-28,1,,100,,2022-03-28
,,4000038233,4,2022-03-18,1,,100,,2022-03-18
,,4000038233,5,2022-03-18,1,,100,,2022-03-18
,,4000038233,6,2022-03-18,1,,100,,2022-03-18
,,4000038233,7,2022-03-18,1,,100,,2022-03-18
,,4000038233,8,2022-03-18,1,,100,,2022-03-18
,,4000038233,9,2022-03-18,1,,100,,2022-03-18
,,4000038233,10,2022-03-18,1,,100,,2022-03-18
,,4000038234,1,2022-03-24,1,,100,,2022-03-24
,,4000038235,1,2022-03-17,1,,100,,2022-03-17
,,4000038236,1,2022-03-18,1,,100,,2022-03-18
,,4000038236,2,2022-03-23,1,,100,,2022-03-23
,,4000038236,3,2022-03-18,1,,100,,2022-03-18
,,4000038236,4,2022-03-18,1,,100,,2022-03-18
,,4000038236,5,2022-03-22,1,,100,,2022-03-22
,,4000038236,6,2022-03-18,1,,100,,2022-03-18
,,4000038236,7,2022-03-18,1,,100,,2022-03-18
,,4000038236,8,2022-03-18,1,,100,,2022-03-18
,,4000038236,9,2022-03-25,1,,100,,2022-03-25
,,4000038236,10,2022-03-30,1,,100,,2022-03-30
,,4000038236,11,2022-03-18,1,,100,,2022-03-18
,,4000038237,1,2022-03-23,1,,100,,2022-03-23
,,4000038237,2,2022-03-23,1,,100,,2022-03-23
,,4000038237,3,2022-03-23,1,,100,,2022-03-23
,,4000038238,1,2022-03-23,1,,100,,2022-03-23
,,4000038238,2,2022-03-23,1,,100,,2022-03-23
,,4000038238,3,2022-03-23,1,,100,,2022-03-23
,,4000038239,1,2022-04-12,1,,100,,2022-04-12
,,4000038239,2,2022-03-18,1,,100,,2022-03-18
,,4000038239,3,2022-05-02,1,,100,,2022-05-02
,,4000038240,1,2022-03-17,1,,100,,2022-03-17
,,4000038241,1,2022-03-23,1,,100,,2022-03-23
,,4000038241,2,2022-03-18,1,,100,,2022-03-18
,,4000038242,1,2022-04-11,1,,100,,2022-04-11
,,4000038242,2,2022-04-11,1,,100,,2022-04-11
,,4000038242,3,2022-04-11,1,,100,,2022-04-11
,,4000038243,1,2022-12-31,1,,100,,2022-12-31
,,4000038243,2,2022-12-31,1,,100,,2022-12-31
,,4000038244,1,2022-03-17,1,,100,,2022-03-17
,,4000038244,2,2022-03-17,1,,100,,2022-03-17
,,4000038244,3,2022-03-17,1,,100,,2022-03-17
,,4000038245,1,2022-03-17,1,,100,,2022-03-17
,,4000038245,2,2022-03-17,1,,100,,2022-03-17
,,4000038245,3,2022-03-17,1,,100,,2022-03-17
,,4000038245,4,2022-03-17,1,,100,,2022-03-17
,,4000038245,5,2022-03-17,1,,100,,2022-03-17
,,4000038245,6,2022-03-17,1,,100,,2022-03-17
